Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka
Vacek Jaroslav Mgr. – Psychologie Klinická,Psychologové,"Purkyňova 1849, 470 01 Česká Lípa",,487 954 913,
Ordinace klinického psychologa,Psychologové,"Nemocniční 1182/15, 466 01 Jablonec nad Nisou",,483 345 111,
Psychologie Biofeedback – Mgr. Lucie Šmahelová,Psychologové,"Podhorská 20, 466 01 Jablonec nad Nisou",,607 038 554,http://psychologie-biofeedback.cz/
Psycholog PhDr. Karel Hlavatý,Psychologové,"28A, Novoveská 1015, 466 01 Jablonec nad Nisou",,777 310 622,
Mgr. Jitka Pojmanová,Psychologové,"Chomutov, Nerudova 18",,474 651 873,http://www.pojmanova.cz/
PhDr. Jiří Štěrba,Psychologové,"Chomutov, Písečná 5825",,607 774 050,http://www.sterba.mypage.cz/
MUDr. Michaela Zapletalová (Chomutov) Ordinace lékaře psychiatrie,Psychologové,"Chomutov, Šafaříkova 2255",,,misa.zapletalova@tiscali.cz
MUDr. Ilona Grimová (Chomutov),Psychologové,"Chomutov, Beethovenova 1140",mudrgrimova@centrum.cz,,http://www.psychiatriegrimova.cz/
Mgr. Volkmerová Marie,Psychologové,"Louny, Sladovnická 21",,415 658 225,
PhDr.PaedDr. Mgr. Ludmila Houdková,Psychologové,"Louny, Purkyňova 1384",,723 189 440,
PhDr. Ilona Wölfelová,Psychologové,"Ústí nad Labem, Masarykova 64/105",,475 214 790,
Mikuličová Yveta,Psychologové,"Ústí nad Labem – Střekov, Novosedlické nám.1390/1",,739 440 132,
Balkó Štefan,Psychologové,"Ústí nad Labem-město – Ústí nad Labem-centrum, Veleslavínova 3108/14",,,
PhDr. Romana Doležalová (Ústí nad Labem – Klíše) Ordinace klinického psychologa,Psychologové,"Ústí nad Labem, Masarykova 497",r.dolezalova@cbox.cz,,
PhDr. Yveta Mikuličová (Ústí nad Labem – Severní Terasa) Nabídka klinické psychologie,Psychologové,"Ústí nad Labem, Mezní 2854",yveta.mikulicova@phdrmikulicova.cz,,
"Vojtěch Hadraba, PhDr.",Psychologové,"Teplice, U Nových lázní 1591/14",,417 550 715,
Zemánková Helena (pobočka Most),Psychologové,"Most, Brněnská 714",,476 441 867,http://www.psychologickesluzby.com/
Emingerová Eva,Psychologové,"Most, tř. Budovatelů 1395/23",,723 031 108,http://www.dopravni-psychologicke-pracovist.webnode.cz/
Ganjuur Gantulga,Psychologové,"Most, Julia Fučíka 2553",,774 836 868,http://www.viteznydech.com/
"Dvořáková Miroslava, PhDr.",Psychologové,"Most, tř. Budovatelů 2531",,775 990 323,http://www.psychomost.cz/
"PSYCHOMOST, spol. s r.o. (Most) Ordinace klinické psychologie a laboratoř dopravní psychologie",Psychologové,"Most, tř. Budovatelů 2531",info@psychomost.cz,,http://www.psychomost.cz/
"Baranniková Zdeňka, PhDr.",Psychologové,"Žatec, Masarykova 745",,603 253 634,http://www.educozatec.cz/
"Jakovcová Ludmila, Mgr.",Psychologové,"Litoměřice, Fügnerova 1137",,416 731 809,
Klinická psychologie Děčín s. r. o. Ambulance klinické psychologie,Psychologové,"Děčín, Karla Čapka 211",klinicka.psychologie.decin@seznam.cz,,
Psychologická ambulance – PhDr. Naděžda Němcová,Psychologové,"Krymská 1799, 360 01 Karlovy Vary",,353 236 329,
Ordinace klinické psychologie – Mgr. Tomáš Hrubý,Psychologové,"T. G. Masaryka, 360 01 Karlovy Vary",,"603 176 211, 353 235 208",https://tomashrubykv.cz/
"FoxMedical s.r.o. Mgr. Ilona Váchová, klinická psychologie",Psychologové,"náměstí Dr. M. Horákové 1313/8, 360 01 Karlovy Vary",psychologie.vachova@gmail.com,353 112 272,https://psychiatrie-psychologie-kvary.webnode.cz/
Psycholog s.r.o. Mgr. Barbora Wenigová,Psychologové,"Krymská 1735/37, 360 01 Karlovy Vary",,608 339 848,
Nemocnice v Karlových Varech – ambulance klinické psychologie Mgr. Pastieriková Neveďalová Zuzana,Psychologové,"Bezručova 1190/19, 360 01 Karlovy Vary",zuzana.pastierikova@kkn.cz,354 225 551,https://nemkv.cz/ambulance-klinicke-psychologie
PhDr. Anna Kotrčová,Psychologové,"Komenského 1665, Karlovy Vary 360 07",kotrcova.anna@seznam.cz,"353 223 041, 733 665 632",https://phdr-anna-kotrcova.zdravotniregistr.cz/
PhDr. Jolana Mižikarová,Psychologové,"Západní 1208/11, 360 01 Karlovy Vary",jolana.mizikarova@seznam.cz,"605 586 168, 353 240 726",
Mgr. Radek Karchňák,Psychologové,"Severní 15, Karlovy Vary, 360 05",info@personalconsulting.cz,"723 887 881, 723 384 711",
Mgr. Zdenka Mašková,Psychologové,"Bezručova 8/1321, 360 01 Karlovy Vary",z.maskova@centrum.cz,353 235 210,
Klinická psychologie Monika Kopárková s.r.o.,Psychologové,"Divadelní nám. 593/3, 350 02 Cheb",mkoparkova@gmail.com,"608 245 698, 354 433 674",https://koparkovamonika.cz/
Ordinace klinické psychologie Sokolov PhDr. Mgr. Ph.D. Jiří Bauer |,Psychologové,"Hornická 1613, 356 01 Sokolov",,352 603 603,
Ordinace klinické psychologie – Mgr. Jan Volavka,Psychologové,"Tyršova 31, 353 01 Mariánské Lázně",,"777 622 394, 354 620 691",
Nemocnice Ostrov – Ordinace klinického psychologa – Eva Bauerová,Psychologové,"U Nemocnice 1161, Ostrov, 363 01",,353 364 243,
PhDr. Gregorová Iva Ph.D.,Psychologové,"Masarykova 1132/62, 312 00 Plzeň 4",i.gregorova@centrum.cz,"775 574 570, 373 724 255",https://psycholog-iva-gregorova.business.site/
ABC psychologie s.r.o. – PhDr. Iva Wittnerová Ordinace klinické a dopravní psychologie,Psychologové,"U Velkého rybníka 115, 323 00 Plzeň 1",wittnerova.iva@seznam.cz,604 413 248,http://wittnerova.sweb.cz/index.html#obal
Psychoordinace Smrková s.r.o.,Psychologové,"Smrková 1015/23, 312 00 Plzeň 4",ordinace@psychordinace.cz,371 430 090,https://www.psychordinace.cz/
Ordinace klinické psychologie Mgr. Ivan Bořík,Psychologové,"Skrétova 1210, 301 00 Plzeň 3-Jižní Předměstí",,777 099 615,
PhDr. Dagmar Steinhäuselová,Psychologové,"Alej svobody 40, Plzeň Lochotín",ds@psychologie-stein.cz,602 406 538,https://www.psychologie-stein.cz/index.php
Mgr. Jan Betlach,Psychologové,"Plzenecká 921, 326 00 Plzeň 2-Slovany-Východní Předměstí",janbetlach@gmail.com,724 087 978,http://www.janbetlach.cz/
Mgr. Jana Moučková,Psychologové,"Alej Svobody 80, 304 60 Plzeň-Lochotín",polanskajana@fnplzen.cz,377 104 675,
Mgr. Lucie Fišerová,Psychologové,"Alej Svobody 80, 304 60 Plzeň-Lochotín",fiseroval@fnplzen.cz,377 104 676,
Mgr. Lucie Kryslová,Psychologové,"Alej Svobody 80, 304 60 Plzeň-Lochotín",krysloval@fnplzen.cz,377 104 676,https://dk.fnplzen.cz/cs/node/394
Klinický psycholog PhDr. Karel Bröckl,Psychologové,"Sedláčkova 209, 301 00 Plzeň 3",brockl@powernet.cz,"377 462 006, 602 161 405",https://psychologie-plzen.cz/
Ambulance klinické psychologie – doc. PhDr. Anežka Hejdová,Psychologové,"Slovanská 1238/69, Plzeň – Východní Předměstí 326 00",,737 814 422,
PhDr. Dagmar Nechutná,Psychologové,"Soukenická 690/5, Plzeň – Jižní Předměstí 301 00",,377 324 074,
Mgr. Zdeňka Sumega Vařenková,Psychologové,"Palackého 101/9, Plzeň – Jižní Předměstí 301 00",info@varenkova.cz,603 170 040,http://www.varenkova.cz/
Mgr. Linda Spěváčková,Psychologové,"Sedláčkova 210/14, Plzeň – Vnitřní Město 301 00",linda.spevackova@psycholog-analytik.cz,734 865 994,https://www.psycholog-analytik.cz/
Fakultní nemocnice Plzeň – Oddělení klinické psychologie,Psychologové,"Alej Svobody 923/80, 323 00 Plzeň 1-Severní Předměstí",chmelarova@fnplzen.cz,"377 103 153, 377 103 188",http://okp.fnplzen.cz/cs/node/1928
PhDr. Dagmar Nosilová – klinický psycholog a psychoterapeut,Psychologové,"Vepřkova 1220/21, 274 01 Slaný",nosilova@gmail.com,725 753 653,http://www.psycholog-slany.cz/
Ordinace klinické psychologie Stříbro Mgr. Ing. Ivana Holubcová,Psychologové,"Benešova 205, 349 01 Stříbro",holubcova.ivana@seznam.cz,774 160 443,
Ordinace klinické psychologie Klatovy Mgr. Ing. Ivana Holubcová,Psychologové,"Štěpánovice 112, 339 01 Klatovy",,774 160 443,
"Klinická psychologie, Dopravní psychologie Mgr. Jaroslav Janský",Psychologové,"Vaňkova 348, 339 01 Klatovy",,603 201 446,https://www.psychologickapraxe.com/
Dětská klinická psychologie Mgr. Pavla Janská,Psychologové,"Vaňkova 348, 339 01 Klatovy",,604 427 261,https://www.psychologickapraxe.com/
Ordinace klinického psychologa Tachov Mgr. Iva Matějčková,Psychologové,"Václavská 1606, 347 01 Tachov",,374 718 251,
PhDr. Zdeňka Brujová Klinická psychologie,Psychologové,Klavíkova 1573/13 České Budějovice,,387 312 622,
PhDr. Vlasta Roušalová Klinická psychologie,Psychologové,U Tří lvů 294/4 370 01 České Budějovice,,386 461 478,
PhDr. Vladimír Fors Klinická psychologie,Psychologové,Matice školské 1786/17 České Budějovice,,387 730 389,
PhDr. Petr Havlík Klinická psychologie,Psychologové,U Tří lvů 294/4 370 01 České Budějovice,,387 313 566,
PhDr. Taťána Šindelková Klinická psychologie,Psychologové,U Tří lvů 294/4 370 01 České Budějovice,,387 313 566,
PhDr. Ivana Nesnídalová Klinická psychologie,Psychologové,Senovážné nám. 248/2 370 01 České Budějovice,,387 314 300,
Mgr. Martin Havlík Klinická psychologie,Psychologové,Dr. Stejskala 433/8 370 01 České Budějovice,,386 322 320,
PhDr. Dagmar Čutková Klinická psychologie,Psychologové,Novohradská 1806/68 370 08 České Budějovice,,387 436 802,
"SANVIA, s.r.o. Klinická psychologie Mgr. Kateřina Šuleřová",Psychologové,U Tří lvů 294/4 370 01 České Budějovice,,386 352 056,
"Nemocnice České Budějovice, a.s. Klinická psychologie",Psychologové,B. Němcové 370 01 České Budějovice,,387 871 111,
PhDr. Zdeňka Šírková Klinická psychologie,Psychologové,Netolická 1137/5 370 05 České Budějovice,,380 712 106,
Mgr. Kateřina Sekyrová Klinická psychologie,Psychologové,Boženy Němcové 54/585 370 07 České Budějovice,,387 876 328,
Mgr. Petra Kučerová Klinická psychologie,Psychologové,T. G. Masaryka 212 381 01 Český Krumlov,,380 712 244,
Mgr. Petra Valkony Klinická psychologie,Psychologové,T. G. Masaryka 212 381 01 Český Krumlov,,728 525 945,
PhDr. Hana Tučková Klinická psychologie,Psychologové,Václavská 49 370 01 Jindřichův Hradec,,384 376 415,
Mgr. et Mgr. Michal Hanzlovský Klinická psychologie,Psychologové,Komenského 12 377 01 Jindřichův Hradec,,606 237 063,
Mgr. Kamil Ryška Klinická psychologie,Psychologové,U Nemocnice 380 377 01 Jindřichův Hradec,,604 419 183,
PhDr. Anna Klimperová Klinická psychologie,Psychologové,Nemocniční 204 383 01 Prachatice,,388 316 241,
"Psychologie Schenková, s.r.o. Klinická psychologie Mgr. Věra Schenková",Psychologové,Chelčického 50/1 397 01 Písek,,607 121 451,
Mgr. Eva Kravarová Klinická psychologie,Psychologové,Alšovo nám. 74/11 397 01 Písek,,736 775 404,
PhDr. Vladimír Forst Klinická psychologie,Psychologové,Matice školské 1786/17 370 01 České Budějovice Jiráskova 116 389 01 Vodňany,,387 730 389,
Mgr. Gabriela Vršková Klinická psychologie,Psychologové,Radomyšlská 336 386 01 Strakonice,,728 307 849,
Nemocnice Strakonice Klinická psychologie,Psychologové,Radomyšlská 336 386 01 Strakonice,,383 314 111,
PhDr. Jan Kovář Klinická psychologie,Psychologové,Světlogorská 2764 390 05 Tábor,,381 261 311,
PhDr. Jana Címlová Klinická psychologie,Psychologové,Bydlinského 2474/1 390 02 Tábor,,602 834 169,
PhDr. Kateřina Stibalová Klinická psychologie,Psychologové,U Lípy 247 390 01 Tábor,,603 845 830,
"ADIKTOLOGICKÉ CENTRUM, s.r.o.",Psychologové,Bezručova 715 276 01 Mělník,,"315 670 511, 731 947 512",http://www.adiktologickecentrum.cz/kontakt/1-melnik
Mgr. Jan Haase,Psychologové,"Vodárenská 3827, Mělník, 276 01",info@janhaase.cz,775 511 726,http://www.janhaase.cz/index.php
Mgr. Leoš Vítek,Psychologové,Vodárenská 3827 276 01 Mělník,info@janhaase.cz,775 511 726,http://www.medicpoint.cz/www.medicpoint.cz/vitejte/zdravy-zivotni-styl-sebepoznani-osobnostni-rust-a-podpora-v-naro/index.html
PhDr. Drahuše Široká,Psychologové,Pražská 528 276 01 Mělník,drahuse.siroka@email.cz,315 639 207,
"ADIKTOLOGICKÉ CENTRUM, s.r.o.",Psychologové,Na Pustině 1068 Kolín II PSČ 280 02,,733 193 646,http://www.adiktologickecentrum.cz/kontakt/10-kolin
Mgr. Tomáš Vilimovský,Psychologové,Zborovská 995 Vstup z ulice V lomu 280 02 Kolín,ordinacepsychologie@gmail.com,725 322 635,https://www.psychologiekolin.cz/
PhDr. Jana Bendová Ph.D,Psychologové,Zborovská 995 Vstup z ulice V lomu 280 02 Kolín,ordinacepsychologie@gmail.com,726 322 635,https://www.psychologiekolin.cz/
Oblastní nemocnice Kolín – Klinická psychologie – ambulance pro dospělé,Psychologové,"Žižkova 146, 280 02 Kolín III",livia.simkova@nemocnicekolin.cz,606 020 357,https://www.nemocnicekolin.cz/klinicka-psychologie/d-2289/p1=2120
PhDr. Mgr. Tereza Baštová,Psychologové,Jablonského 634 280 02 Kolín 5 – Zálabí,tereza.bastova@dike.cz,"774 764 949, 321 728 246",https://www.psychologie-zdravi.cz/
"ADIKTOLOGICKÉ CENTRUM, s.r.o.",Psychologové,"Včelník 1070 Mníšek pod Brdy, 252 10",,"602 651 337",http://www.adiktologickecentrum.cz/kontakt/11-oat-mnisek-pod-brdy
Mgr. Danuše Jandourková,Psychologové,"Na Vyhlídce 582, 252 29 Dobřichovice",info@ckp-dobrichovice.cz,723 603 600,https://www.ckp-dobrichovice.cz/
Mgr. Barbora Bučková,Psychologové,"Na Vyhlídce 582, 252 29 Dobřichovice",info@ckp-dobrichovice.cz,723 603 600,https://www.ckp-dobrichovice.cz/
Mgr. Kříž Michal,Psychologové,"Tovární 19, 250 90 Jirny",psychologie.czp@jirny.com,228 805 848,
"Mgr. Pospíšilová Kateřina, DiS",Psychologové,"Tovární 19, 250 90 Jirny",psychologie.czp@jirny.com,229 805 848,
Mgr. et Mgr. Vyskočilová Jana,Psychologové,"Tovární 19, 250 90 Jirny",psychologie.czp@jirny.com,230 805 848,
PhDr. Jana Hospodková Klinický psycholog,Psychologové,Poliklinika Okružní 2160 (2. patro) 288 02 Nymburk,ordinacepsychologie@gmail.com,725 322 635,http://www.psychologienymburk.cz/
PhDr. Jana Bendová Ph.D Klinický psycholog,Psychologové,Poliklinika Okružní 2160 (2. patro) 288 02 Nymburk,ordinacepsychologie@gmail.com,726 322 635,http://www.psychologienymburk.cz/
Mgr. Milena Strnadová Psycholog ve zdravotnictví,Psychologové,Poliklinika Okružní 2160 (2. patro) 288 02 Nymburk,ordinacepsychologie@gmail.com,727 322 635,http://www.psychologienymburk.cz/
Mgr. Lucie Husová Psycholog ve zdravotnictví,Psychologové,Poliklinika Okružní 2160 (2. patro) 288 02 Nymburk,ordinacepsychologie@gmail.com,728 322 635,http://www.psychologienymburk.cz/
PhDr. René Zahradníková,Psychologové,Husovo nám. 37 266 01 Beroun,,311 612 562,
Mgr. Daniela SAIFRTOVÁ,Psychologové,Wilsonova 585 Slaný 274 01,saifrtova@volny.cz,735 055 069,http://psychologslany.cz/index_sl.html
Mgr. Ivona Matějů,Psychologové,Wilsonova 585 Slaný 274 01,saifrtova@volny.cz,736 055 069,http://psychologslany.cz/index_sl.html
PhDr. Andrea Kalinová,Psychologové,Wilsonova 585 Slaný 274 01,saifrtova@volny.cz,737 055 069,http://psychologslany.cz/index_sl.html
Mgr. Hana Fechtnerová,Psychologové,"Mgr. Hana Fechtnerová Římská 2846 Kladno, 27204",,312 267 917,
Mgr. Květuše Kšírová Klinický psycholog,Psychologové,"Petrohradská 3414, 272 04 Kladno",ksirova@seznam.cz,731 170 212,https://mestokladno.cz/mgr-kvetuse-ksirova-klinicky-psycholog/os-200086
Mgr. Milada Kroutilová,Psychologové,Vančurova 1548 272 01 Kladno,,312 606 111,http://www.nemocnicekladno.cz/oddeleni/spolecne-obory/klinicka-psychologie
Mgr. Andrea Sakalová,Psychologové,Vančurova 1548 272 01 Kladno,,313 606 111,http://www.nemocnicekladno.cz/oddeleni/spolecne-obory/klinicka-psychologie
Mgr. Miroslav Šubrt,Psychologové,Vančurova 1548 272 01 Kladno,,314 606 111,http://www.nemocnicekladno.cz/oddeleni/spolecne-obory/klinicka-psychologie
Mgr. Judita Trenklerová,Psychologové,Vančurova 1548 272 01 Kladno,,315 606 111,http://www.nemocnicekladno.cz/oddeleni/spolecne-obory/klinicka-psychologie
PhDr. Jitka Řehulková,Psychologové,Mánesova 1766 27201 Kladno,,312 241 301,
"MGR. KATEŘINA HOLLÁ, PH.D. Klinický psycholog a psychoterapeut",Psychologové,"Mostní 934, 278 01, Kralupy nad Vltavou",hollka@gmail.com,"603 243 603",https://hollka.com/
"Terapeutické centrum Modré dveře, z.ú,",Psychologové,"náměstí Smiřických 39, 281 63 Kostelec nad Černými lesy",,702 090 603,http://www.modredvere.cz/cz/modre-dvere-kostelec-nad-cernymi-lesy
Mgr. Libuše Čížková,Psychologové,Jiřího Wolkera 503/3 250 01 Brandýs nad Labem-Stará Boleslav,,326 902 112,
Mgr. Olga Lacinová,Psychologové,"E. Beneše 339/25, 251 01 Říčany",,774 974 898,
"doc. PhDr. Marek Preiss, Ph.D.",Psychologové,"Topolová 748, 250 67 Klecany",marek.preiss@nudz.cz,283 088 222,https://www.nudz.cz/lecebna-pece/klinicka-psychologie/profil/
Mgr. Eva Šimková,Psychologové,"Topolová 748, 250 67 Klecany",Eva.Simkova@nudz.cz,283 088 165,https://www.nudz.cz/lecebna-pece/klinicka-psychologie/profil/
Mgr. Robert Lašák,Psychologové,třída Václava Klementa 147 293 01 Mladá Boleslav,robert.lasak@onmb.cz,326 743 820,http://www.klaudianovanemocnice.cz/psycholog-mgr-robert-lasak/ms-2075/p1=2075
Středisko komplexní terapie s.r.o. Ordinace klinické a dopravní psychologie a psychoterapie PhDr. Jana Pichová,Psychologové,"Jiráskova 1320 293 01, Mladá Boleslav",jana.pichova.psycholog@gmail.com,776 769 338,http://www.stredisko-komplexni-terapie.cz/index.html
PHDR. DAGMAR BREJLOVÁ,Psychologové,"Primáře Kareše 405, Sedlčany",dagmar@brejlova.cz,607 575 073,http://brejlova.cz/
PhDr. Hana Čápová,Psychologové,"Křížíková 1774 Lysá nad Labem Středočeský kraj, 289 22",capi@cmail.cz,325 551 262,
"PhDr. Jitka Ilgnerová, klinická psychologie",Psychologové,"Hradební 159, 26101 Příbram I",jitkailgnerova@seznam.cz,602 555 465,
PhDr. Karel Kříž,Psychologové,Malé náměstí 1700 25601 Benešov,k.kriz@tiscali.cz,317 724 135,
PhDr. Kateřina Nosková,Psychologové,"Jana Masaryka 445, Vlašim",,"739 434 249",https://www.psychologie-vlasim.cz/
PhDr. Markéta Habermannová PhD.,Psychologové,"Jana Masaryka 445, Vlašim",,740 434 249,https://www.psychologie-vlasim.cz/
PhDr. Ludmila Weinholdová,Psychologové,"Žatecká 2092, Černošice",weinholdova@sendme.cz,607 847 230,https://weinholdova.webnode.cz/
PHMGR. JOSEF NECKAŘ,Psychologové,"Rejskova 62/9 Kutná Hora, 28401",,604 752 535,
Centrum dušeního zdraví PSYCHIATRIE s.r.o,Psychologové,"Jiřího z Poděbrad 290, 284 01 Kutná Hora",ordinacekh@seznam.cz,327 313 568,http://www.gerontopsychiatrie.cz/
Phdr. Radka Čermáková,Psychologové,"Bezručova 296/22, 25101 Říčany",info@psychiatrie-ricany.cz,323 601 575,https://www.psychiatrie-ricany.cz/
MGR. JINDŘICH VENCEFR,Psychologové,"Poštovní 150, Rakovník, 269 01",psycholograkovnik@email.cz,777 711 317,https://psycholograkovnik.cz/
SAINT MEDICAL – Centrum psychosomatické medicíny,Psychologové,Kollárova 208 250 88 Čelákovice,,725 940 980,https://saintmedical.cz/klinicka-psychologie
Centrum klinické psychologie – PhDr. Jana Címlová,Psychologové,"Friedova 1464, 393 01 Pelhřimov",,"602 834 169, 604 238 818",http://www.psychologcimlova.cz/uvod.html
MIHOP s.r.o. – Poliklinika Jihlava – PhDr. Miluše Müllerová,Psychologové,"Vrchlického 57, 586 01 Jihlava",,"567 574 558, 777 137 800",http://www.mihop.cz/
Mgr. Natália Valdiviezová,Psychologové,"Chlumova 4755/12, 586 01 Jihlava",natalia.valdiviezova@seznam.cz,774 156 640,https://www.dopravnipsycholog.info/
Psychocentrum kraje Vysočina – Jihlava – PhDr. Hinková Olga,Psychologové,"Pod Příkopem 4, 586 01 Jihlava",poradna.ji@psychocentrum.cz,"567 308 855, 731 873 408",https://www.psychocentrum.cz/pracoviste-jihlava
