Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched
Slezská diakonie - INTERVENČNÍ CENTRUM Havířov,Intervenční centra,"Opletalova 607/4, Šumbark, 736 01 Havířov ",ic.havirov@slezskadiakonie.cz,+420596611239,http://www.slezskadiakonie.cz/,,matched
"Spirála, Ústecký kraj, z. s. - Intervenční centrum",Intervenční centra,"K Chatám 22/22, 403 40 Ústí nad Labem-město-Skorotice",vedouci.ic@spirala-ul.cz,,http://www.spirala-ul.cz/,,matched
"SPONDEA, z.ú.",Intervenční centra,"Sýpka 1351/25, Brno-sever, Černá Pole, 613 00 Brno",intervencni-centrum@spondea.cz,,http://www.spondea.cz/,,matched
"Středisko sociální prevence Olomouc, příspěvková organizace",Intervenční centra,"Na Vozovce 622/26, Nová Ulice, 779 00 Olomouc ",intervencnicentrum@ssp-ol.cz,+420774406453,http://ssp-ol.cz/,,matched
"Centrum sociálních služeb Ostrava, o.p.s.",Krizová centra - pro děti a mládež,"Syllabova 1161/19, Vítkovice, 703 00 Ostrava ",kcd@css-ostrava.cz,+420778111281,http://www.css-ostrava.cz/,,matched
"Dětské krizové centrum, z.ú.",Krizová centra - pro děti a mládež,"Cílkova 796/7, Praha 12-Kamýk, 142 00 Praha",ambulance@ditekrize.cz,+420241480511,http://www.ditekrize.cz/,,matched
Dům Přemysla Pittra pro děti - krizová pomoc,Krizová centra - pro děti a mládež,"Karlovarská 337/18, Praha 6-Ruzyně, 161 00 Praha",info@dumtriprani.cz,+420607531818,http://www.dumtriprani.cz/,,matched
"Euripidia Educa, z.s.",Krizová centra - pro děti a mládež,"Anenské náměstí 340, Kutná Hora-Vnitřní Město, 284 01 Kutná Hora",jarosova.euripidia@gmail.com,+420604533230,https://euripidia-educa7.webnode.cz/,,matched
"Krizové centrum pro děti a rodinu v Jihočeském kraji, z.ú.",Krizová centra - pro děti a mládež,"Nová 1871/5, České Budějovice 3, 370 01 České Budějovice",pomoc@ditevkrizi.cz,+420776763176,http://www.ditevkrizi.cz/,,matched
"Povídej, z. s. - Poradna pro lidi v tísni",Krizová centra - pro děti a mládež,"Česká 235/36, Kutná Hora-Vnitřní Město, 284 01 Kutná Hora",linkaduvery@kh.cz,+420327511111,http://www.linkaduvery.kh.cz/,,matched
Doléčovací centrum Podolí,Krizová centra - pro děti a mládež,Pod Vyšehradem 1 Praha 140 00,podoli@magdalena-ops.cz,+420739639119,http://www.magdalena-ops.cz/,,matched
Modré dveře – Praha,Krizová centra - pro děti a mládež,"K Horkám 23/16, 102 00 Praha – Hostivař",,+420725515934,http://www.modredvere.cz/cz/modre-dvere-praha,,matched
Dětské krizové centrum,Krizová centra - pro děti a mládež,"V Zápolí 1250/21, Praha 4, 141 00",problem@ditekrize.cz,,http://ditekrize.cz/,,matched
Centrum krizové intervence v Kutné Hoře,Krizová centra - pro děti a mládež,Česká 235 Kutná Hora 284 01,linkaduvery@kh.cz,,http://www.linkaduvery.kh.cz/,,matched
K-centrum Benešov,Krizová centra - pro děti a mládež,Máchova 400 Benešov 256 01,benesov@magdalena-ops.cz,,http://www.magdalena-ops.cz/,,matched
"Terapeutické centrum Modré dveře, z. ú.",Krizová centra - pro děti a mládež,"Tyrše a Fügnera 105/7, 251 01 Říčany",,+420725515905,http://www.modredvere.cz/cz/modre-dvere-ricany,,unmatched
DĚTSKÉ INFORMAČNÍ CENTRUM S LINKOU POMOCI,Krizová centra - pro děti a mládež,"Myslbekova 4/1596, 360 01 Karlovy Vary",,+420353230000,https://www.zachranny-kruh.cz/,,unmatched
K – centrum Cheb,Krizová centra - pro děti a mládež,"Kostelní nám. 15, Cheb, 35002",,,http://www.kotec.cz/regiony/cheb/kontaktni-centrum/,,unmatched
K-centrum Tachov,Krizová centra - pro děti a mládež,"Rokycanova 131, 347 01, Tachov",vs.kc.tachov@kotec.cz,,http://www.kotec.cz/regiony/tachov/,,matched
Centrum J. J. Pestalozziho Jihlava Krizové centrum,Krizová centra - pro děti a mládež,Štefanikovo nám. 1972/2 586 01 Jihlava,kcji@pestalozzi.cz,+420567155028,https://pestalozzi.cz/sluzby/krizove-centrum-jihlava/,,matched
Krizové centrum Pardubice,Krizová centra - pro děti a mládež,Erno Košťála 1013 530 12 Pardubice,kc.pardubice@skp-centrum.cz,+420608432117,https://www.skp-centrum.cz/nase-sluzby-a-projekty/krizove-centrum-pardubice,,matched
Centrum J. J. Pestalozziho Žamberk Krizové centrum,Krizová centra - pro děti a mládež,Masarykovo náměstí 86 564 01 Žamberk,.cz,+420725838127,https://pestalozzi.cz/,,matched
Centrum J. J. Pestalozziho Svitavy Krizové centrum,Krizová centra - pro děti a mládež,Milady Horákové 10 568 02 Svitavy,kcsvi@pestalozzi.cz,+420461321100,https://pestalozzi.cz/,,matched
Centrum J. J. Pestalozziho Chrudim Krizové centrum,Krizová centra - pro děti a mládež,"Štěpánkova 107, 108 537 01 Chrudim",kc@pestalozzi.cz,+420469623899,https://pestalozzi.cz/,,unmatched
Krizové centrum pro děti a dospívající Krizové centrum,Krizová centra - pro děti a mládež,Hapalova 4 621 00 Brno,,,http://www.krizovecentrum.cz/,,unmatched
Poradna pro ženy a dívky Šumperk Poradna/krizové centrum,Krizová centra - pro děti a mládež,Komenského 9 787 01 Šumperk,praha@poradnaprozeny.eu,+420603213845,https://www.poradnaprozeny.eu/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-12891669,,matched
"Dětské centrum Zlín, p.o. Krizové centrum",Krizová centra - pro děti a mládež,Burešov 3675 760 01 Zlín,,,http://www.dczlin.cz/,,unmatched
"Centrum sociálních služeb Ostrava, o.p.s. – Krizové centrum pro děti a rodinu",Krizová centra - pro děti a mládež,"Syllabova 1161/19, 703 00 Ostrava-Vítkovice",kcd@css-ostrava.cz,+420778111281,https://www.css-ostrava.cz/sluzba/krizove-centrum-pro-deti-a-rodinu/,,matched
Linka důvěry Liberec,Telefonická krizová pomoc - pro děti a mládež,"Tanvaldská 269, 463 11 Liberec 30",pomoc@linka-duvery.cz,,http://www.linka-duvery.cz/,,matched
Linka důvěry Karviná,Telefonická krizová pomoc - pro děti a mládež,"Karola Śliwky 620/7, Fryštát, 733 01 Karviná",ld@cepp.cz,,http://www.cepp.cz/,,matched
Pražská linka důvěry,Telefonická krizová pomoc - pro děti a mládež,"Šromova 861/1, Praha 14-Černý Most, 198 00 Praha",linka.duvery@csspraha.cz,+420222580697,http://www.csspraha.cz/,,matched
Linka pro rodinu a školu 116 000,Telefonická krizová pomoc - pro děti a mládež,"Francouzská 366/34, Praha 2-Vinohrady, 120 00 Praha",116000@cestazkrize.net,+420116000,http://www.linkaztracenedite.cz/,,matched
Dětské krizové centrum,Telefonická krizová pomoc - pro děti a mládež,"Roztylské náměstí 2772/44, Praha 4-Záběhlice, 141 00 Praha",reditelka@ditekrize.cz,+420241484149,http://www.ditekrize.cz/,,matched
La Strada - Informační a SOS linka,Telefonická krizová pomoc - pro děti a mládež,"P.O.BOX 305, 111 21 Praha 1",pomoc@strada.cz,+420222717171,http://www.strada.cz/,,matched
Linka bezpečí,Telefonická krizová pomoc - pro děti a mládež,"Ústavní 95, Praha 8-Bohnice, 181 00 Praha",pomoc@linkabezpeci.cz,+420116111,http://www.linkabezpeci.cz/,,matched
"Městská nemocnice Ostrava, příspěvková organizace",Telefonická krizová pomoc - pro děti a mládež,"Nemocniční 898/20a, Moravská Ostrava, 702 00 Ostrava",mnof@mnof.cz,+420596193242,http://www.mnof.cz/,,matched
"Povídej, z. s. - Linka důvěry",Telefonická krizová pomoc - pro děti a mládež,"Česká 235/36, Kutná Hora-Vnitřní Město, 284 01 Kutná Hora",linkaduvery@kh.cz,+420602874470,http://www.linkaduvery.kh.cz/,,matched
Linka důvěry SOS,Telefonická krizová pomoc - pro děti a mládež,"Čechova 778, Mladá Boleslav II, 293 01 Mladá Boleslav",linka.duvery-mb@centrum.cz,+420326741481,http://www.linka-duvery-mb.cz/,,matched
"Linka důvěry České Budějovice, o.p.s.",Telefonická krizová pomoc - pro děti a mládež,"Nádražní 105/47, České Budějovice 6, 370 01 České Budějovice",spramv@gmail.com,+420387313030,http://www.rodinnaporadnacb.cz/,,matched
AGARTA z. s. - Terénní program,Terénní programy pro děti a mládež,"Ohrada 1879, Vsetín, 755 01 Vsetín",terenniprogramy@seznam.cz,+420739829578,http://www.agarta.cz/,,matched
"ARKA CZ, z.s.",Terénní programy pro děti a mládež,"Gregorova 2427/2, Moravská Ostrava, 702 00 Ostrava",arka@email.cz,+420734377810,http://www.arka-alkohol.cz/,,matched
Streetwork v Třinci,Terénní programy pro děti a mládež,"Jablunkovská 110, Lyžbice, 739 61 Třinec",streetwork.trinec@bunkr.cz,+420739401802,http://www.bunkr.cz/,,matched
Streetwork pro města Český Krumlov a Kaplice,Terénní programy pro děti a mládež,"T. G. Masaryka 114, Latrán, 381 01 Český Krumlov",cpdm@icmck.cz,+420736634126,http://www.icmck.cz/,,matched
"Člověk v tísni, o.p.s. - Plzeň",Terénní programy pro děti a mládež,"Mikulášské náměstí 552/17, Plzeň 2-Slovany, Východní Předměstí, 326 00 Plzeň",jakub.palecek@clovekvtisni.cz,+420770183628,http://www.clovekvtisni.cz/plzen,,matched
"Člověk v tísni, o.p.s. - Liberec",Terénní programy pro děti a mládež,"Tatranská 597/9c, Liberec III-Jeřáb, 460 07 Liberec",lukas.prucha@clovekvtisni.cz,+420731690480,http://www.clovekvtisni.cz/,,matched
Charitní terénní služba,Terénní programy pro děti a mládež,"Soukopovo náměstí 91, 679 11 Doubravice nad Svitavou",teren@blansko.charita.cz,+420731626173,http://www.blansko.charita.cz/,,matched
"DRUG-OUT Klub, z.s. - Terénní program Postoloprty",Terénní programy pro děti a mládež,"Velká Hradební 13/47, Ústí nad Labem-centrum, 400 01 Ústí nad Labem",drugout@volny.cz,+420475210626,http://www.drugout.cz/,,matched
Streetwork Beztíže,Terénní programy pro děti a mládež,"Na Balkáně 2866/17a, Praha 3-Žižkov, 130 00 Praha",info@ulita.cz,+420271771026,http://www.ulita.cz/,,matched
Rebel,Terénní programy pro děti a mládež,"Husova 3294, Frýdek, 738 01 Frýdek-Místek",rebel@charitafm.cz,+420733676671,http://www.charitafm.cz/,,matched
Terénní program Cheiron T,Terénní programy pro děti a mládež,"Děkanská 302, Tábor, 390 01 Tábor",cheiront@cheiront.cz,+420381257624,http://www.cheiront.cz/,,matched
Terén Jahoda,Terénní programy pro děti a mládež,"Vybíralova 969/2, Praha 14-Černý Most, 198 00 Praha",vendula.fendrychova@jahoda.cz,+420774674060,http://www.jahoda.cz/,,matched
"Krystal Help, z.ú.",Terénní programy pro děti a mládež,"E. F. Buriana 908/1, Pod Bezručovým vrchem, 794 01 Krnov",krystal.krnov@seznam.cz,+420554620177,http://www.krystalhelp.cz/,,matched
Terénní program LUMA,Terénní programy pro děti a mládež,"Nerudova 691/19, Mladá Boleslav II, 293 01 Mladá Boleslav",luma@luma-mb.cz,+420774607840,http://www.luma-mb.cz/,,matched
Terénní program Magdaléna - Berounsko a Rakovnicko,Terénní programy pro děti a mládež,"Havlíčkova 1732, Beroun-Město, 266 01 Beroun",gelbicova@magdalena-ops.cz,+420739652383,http://www.magdalena-ops.eu/,,matched
Terénní program Magdaléna - Příbramsko a Praha západ,Terénní programy pro děti a mládež,"Žežická 193, Příbram VII, 261 01 Příbram",chaloupkova@magdalena-ops.cz,+420737391214,http://www.magdalena-ops.eu/,,matched
Terénní program Magdaléna - Benešovsko a Praha východ,Terénní programy pro děti a mládež,"Nová Pražská 399, Benešov, 256 01 Benešov u Prahy",zatrepalek@magdalena-ops.cz,,http://www.magdalena-ops.eu/,,matched
Středisko Naděje Jablonec nad Nisou,Terénní programy pro děti a mládež,"Dlouhá 1376/25a, Jablonec nad Nisou, 466 01 Jablonec nad Nisou",lucie.kretschmerova@nadeje.cz,+420488588732,http://www.nadeje.cz/,,matched
Středisko Naděje Liberec - Kateřinky,Terénní programy pro děti a mládež,"Kateřinská 156, Liberec XVII-Kateřinky, 460 14 Liberec",jiri.benes@nadeje.cz,+420604121070,http://www.nadeje.cz/,,matched
D.R.A.K. - Liberec,Terénní programy pro děti a mládež,"Oblačná 450/1, Liberec V-Kristiánov, 460 05 Liberec",info@sdruzenidrak.org,+420485102668,http://www.sdruzenidrak.cz/,,matched
D.R.A.K. - Tanvald,Terénní programy pro děti a mládež,"U Školky 579, 468 41 Tanvald",info@sdruzenidrak.org,+420773666095,http://www.sdruzenidrak.cz/,,matched
D.R.A.K. - Turnov,Terénní programy pro děti a mládež,"Antonína Dvořáka 2243, Turnov, 511 01 Turnov",info@sdruzenidrak.org,+420602440731,http://www.sdruzenidrak.cz/,,matched
D.R.A.K. - Hrádek nad Nisou,Terénní programy pro děti a mládež,"Václavská 471, 463 34 Hrádek nad Nisou",info@sdruzenidrak.org,+420602440731,http://www.sdruzenidrak.cz/,,matched
OPEN HOUSE o.p.s. - Služby drogové prevence Bruntál,Terénní programy pro děti a mládež,"Zahradní 1455/1, Bruntál, 792 01 Bruntál",sdpopenhouse@seznam.cz,+420775096713,http://www.openhousebruntal.cz/,,matched
OPEN HOUSE o.p.s. - OPEN STREET Bruntál,Terénní programy pro děti a mládež,"Dr. E. Beneše 309/47, Bruntál, 792 01 Bruntál",openhouse@seznam.cz,+420775096716,http://www.openhousebruntal.cz/,,matched
Terénní program COM.PASS,Terénní programy pro děti a mládež,"sady Pětatřicátníků 94/27, Plzeň 3-Jižní Předměstí, 301 00 Plzeň",info@ponton.cz,+420774433395,http://www.ponton.cz/,,matched
Terénní programy v Praze 9 a 12 - Proxima Sociale o.p.s.,Terénní programy pro děti a mládež,"Rakovského 3138/2, Praha 12-Modřany, 143 00 Praha",office@proximasociale.cz,+420775610001,http://www.proximasociale.cz/,,matched
Terenní programy v Praze 13 - Proxima Sociale o.p.s.,Terénní programy pro děti a mládež,"Borovanského 2205/8, Praha 13-Stodůlky, 155 00 Praha",office@proximasociale.cz,+420775610453,http://www.proximasociale.cz/,,matched
Terénní programy v Praze 11 a 15 - Proxima Sociale o.p.s.,Terénní programy pro děti a mládež,"Brandlova 1639/6, Praha 11-Chodov, 149 00 Praha",office@proximasociale.cz,+420775857564,http://www.proximasociale.cz/,,matched
"Romano jasnica, spolek - Poradenské informační centrum",Terénní programy pro děti a mládež,"Gogolova 29/2, 400 04 Trmice",romano.j@seznam.cz,+420475501774,http://www.romanojasnica.cz/,,matched
Terénní program při NZDM - Free klub,Terénní programy pro děti a mládež,"Jungmannova 2550, Pardubice I-Zelené Předměstí, 530 02 Pardubice",teren@skp-centrum.cz,+420774658593,http://www.skp-centrum.cz/,,matched
STREETWORK ON LINE Karviná,Terénní programy pro děti a mládež,"Makarenkova 1242/6, Nové Město, 735 06 Karviná",online@slezskadiakonie.cz,+420731428974,http://www.onlinekarvina.cz/,,matched
"Šance pro Tebe, z.s. - Streetwork ",Terénní programy pro děti a mládež,"Štěpánkova 92, Chrudim I, 537 01 Chrudim",sance@sance.chrudim.cz,+420469623501,http://www.sance.chrudim.cz/,,matched
TADY A TEĎ,Terénní programy pro děti a mládež,"sady Pětatřicátníků 94/27, Plzeň 3-Jižní Předměstí, 301 00 Plzeň",info@tadyated.org,+420724247191,http://www.tadyated.org/,,matched
Klíč - terénní práce s dětmi a mládeží,Terénní programy pro děti a mládež,"Pod Stráněmi 2505, Zlín, 760 01 Zlín",kaderova@unko.cz,+420734440024,http://www.unko.cz/,,matched
Mgr. Adéla Rudá,Psychologové,"Ke Koulce 919/7, 150 00 Praha",info@psychiatrie-praha.cz,+420602628619,https://psychiatrie-praha.cz/,,matched
Mgr. et Mgr. Veronika Víchová,Psychologové,Žalanského 68/54 Praha 6 – Řepy,info@cepsymed.cz,+420602174380,https://www.cepsymed.cz/o-nas.html,,matched
PhDr. Martina Pilařová,Psychologové,Žalanského 68/54 Praha 6 – Řepy,info@cepsymed.cz,+420602174380,https://www.cepsymed.cz/o-nas.html,,matched
Mgr. Petra Hackerová,Psychologové,"Chelčického 39, 130 00 – Praha 3",petra.hackerova@csspraha.cz,+420222586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,matched
Mgr. Miloš Knob,Psychologové,"Chelčického 39, 130 00 – Praha 4",milos.knob@csspraha.cz,+420223586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,matched
PhDr. Iveta Kopecká,Psychologové,"Chelčického 39, 130 00 – Praha 5",iveta.kopecka@csspraha.cz,+420224586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,matched
Mgr. Hana Orlíková,Psychologové,"Chelčického 39, 130 00 – Praha 7",hana.orlikova@csspraha.cz,+420226586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,matched
PhDr. Vladmiríra Straková,Psychologové,"Chelčického 39, 130 00 – Praha 8",vladimira.strakova@csspraha.cz,+420227586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,matched
Mgr. Michaela Svečulová,Psychologové,"Chelčického 39, 130 00 – Praha 9",michaela.sveculova@csspraha.cz,+420228586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,matched
PhDr. Zdeňka Štichová,Psychologové,"Chelčického 39, 130 00 – Praha 10",zdenka.stichova@csspraha.cz,+420229586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,matched
Mgr. Jakob Zámečník,Psychologové,"Chelčického 39, 130 00 – Praha 11",jakub.zamecnik@csspraha.cz,+420230586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,matched
Mgr. Jan Červenka,Psychologové,"Chelčického 39, 130 00 – Praha 12",jan.cervenka@csspraha.cz,+420231586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,matched
PhDr. Kateřina Marklová,Psychologové,"Pod Děkankou 1741/6, Praha 4",info@neocentrum.cz,+420770143385,https://neocentrum.cz/,,matched
PhDr. Radka Kulhánková.,Psychologové,"Počernická 16, 100 00 Praha 10 Strašnice",pocernicka@clinterap.cz,+420222510607,https://clinterap.cz/klinicka-psychologie-praha-10/,,matched
Mgr. Natálie Machová,Psychologové,V Úvalu 84/1 150 06 Praha 5,,+420224433466,http://www.fnmotol.cz/kliniky-a-oddeleni/spolecna-pracoviste/oddeleni-klinicke-psychologie/vedeni-a-personal/,,unmatched
Dětské krizové centrum,Psychologové,V Zápolí 1250/21 141 00 Praha 4 – Michle,ambulance@ditekrize.cz,,https://www.ditekrize.cz/,,matched
Mgr. Jitka Vávrová,Psychologové,"U Včely 176, 156 00 Praha 5 – Zbraslav",,+420257920303,https://www.ddzbraslav.cz/?page_id=12,,unmatched
PhDr. Pavel Král PhD.,Psychologové,Kartouzská 204/6 150 00 Praha 5 – Smíchov,pavel.kral@sechel.cz,+420797866536,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-praha-kartouzska/tym/phdr-pavel-kral-phd/#reserve,,matched
"Mgr. Pavol Hašan, Ph.D.",Psychologové,"Úvalská 3411/47, Praha 10",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched
Mgr. Martina Kukolová,Psychologové,"Úvalská 3411/47, Praha 11",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched
Mgr. Irena Ludvíková,Psychologové,"Úvalská 3411/47, Praha 12",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched
PhDr. Barbora Palatová,Psychologové,"Úvalská 3411/47, Praha 13",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched
"Doc. PhDr. Jiří Růžička, Ph.D",Psychologové,"Úvalská 3411/47, Praha 14",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched
"PhDr. Helena Talandová, DiS.",Psychologové,"Úvalská 3411/47, Praha 15",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched
Mgr. Jan Vybíral,Psychologové,"Úvalská 3411/47, Praha 14",psycholog-amb@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched
PhDr. Daniela Wurstová,Psychologové,"Úvalská 3411/47, Praha 15",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched
PhDr. Jaroslava Raudenská Ph. D.,Psychologové,"V Úvalu 84, 150 00 Praha 5",ivana.vitkova@fnmotol.cz,+420224433481,https://www.fnmotol.cz/,,matched
Mgr. Zuzana Kocábová,Psychologové,"V Úvalu 84, 150 00 Praha 5",zuzana.kocabova@fnmotol.cz,+420224433485,https://www.fnmotol.cz/,,matched
Mgr. Markéta Mohaplová,Psychologové,"V Úvalu 84, 150 00 Praha 5",,+420224433425,https://www.fnmotol.cz/,,unmatched
"Mgr. et Mgr. Tomáš Nikolai, Ph.D.",Psychologové,"V Úvalu 84, 150 00 Praha 5",nikolai@centrum.cz,+420224436864,https://www.fnmotol.cz/,,matched
Mgr. Hana Marková,Psychologové,"V Úvalu 84, 150 00 Praha 5",,+420224436890,https://www.fnmotol.cz/,,unmatched
Mgr. Klára Benešová,Psychologové,Jeseniova 1916/89 130 00 Praha 3,psychologie.p3@gmail.com,+420220511505,https://www.psychologie-praha3.cz/,,matched
Mgr. Pavla Hodková,Psychologové,"V Úvalu 84, 150 00 Praha 5",psychologie.p3@gmail.com,+420224438036,https://www.psychologie-praha3.cz/,,matched
"Mgr. Jana Woleská, Ph.D.",Psychologové,"V Úvalu 84, 150 00 Praha 5",,+420224436757,https://www.fnmotol.cz/,,matched
