Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched,Source,New Contact,New Matched
Terénní program Magdaléna - Benešovsko a Praha východ,Terénní programy pro děti a mládež,"Nová Pražská 399, Benešov, 256 01 Benešov u Prahy",zatrepalek@magdalena-ops.cz,+420318622010,http://www.magdalena-ops.eu/,,new_contact_both_match_with_email,,"['+420318622010', '+420739570998', 'petricek@magdalena-ops.cz', '', 'ambulance.pb@magdalena-ops.cz', '263kral@magdalena-ops.czing', 'jirovy@magdalena-ops.cz', 'jandova@magdalena-ops.cz', '817stastna@magdalena-ops.czpavel', 'hegerova@magdalena-ops.cz', 'info@magdalena-ops.cz', 'bartova@magdalena-ops.cze', 'heresova@magdalena-ops.cz', 'baranova@magdalena-ops.cz', '401zatrepalek@magdalena-ops.cz', 'buchta@magdalena-ops.cz', 'krejcikova@magdalena-ops.cz', '596dolejsi@magdalena-ops.czmgr', '300schubert@magdalena-ops.czmgr', 'cas.pb@magdalena-ops.cz', 'vit@magdalena-ops.cz', 'cas.bn@magdalena-ops.cz', 'chaloupkova@magdalena-ops.cz', 'vavrincova@magdalena-ops.cz', '684zapotocka@magdalena-ops.czbc', 'cermakova@magdalena-ops.cz']",new_contact_both_match_with_email
Středisko Naděje Jablonec nad Nisou,Terénní programy pro děti a mládež,"Dlouhá 1376/25a, Jablonec nad Nisou, 466 01 Jablonec nad Nisou",lucie.kretschmerova@nadeje.cz,+420488588732,http://www.nadeje.cz/,,matched,maps_contacts_telefon,,
Středisko Naděje Liberec - Kateřinky,Terénní programy pro děti a mládež,"Kateřinská 156, Liberec XVII-Kateřinky, 460 14 Liberec",jiri.benes@nadeje.cz,+420604121070,http://www.nadeje.cz/,,new_email_match,,"['mikolas.opletal@socialnibydleni.org', 'nadeje@nadeje.cz']",new_email_match
D.R.A.K. - Liberec,Terénní programy pro děti a mládež,"Oblačná 450/1, Liberec V-Kristiánov, 460 05 Liberec",info@sdruzenidrak.org,+420485102668,http://www.sdruzenidrak.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
D.R.A.K. - Tanvald,Terénní programy pro děti a mládež,"U Školky 579, 468 41 Tanvald",info@sdruzenidrak.org,+420773666095,http://www.sdruzenidrak.cz/,,new_contact_both_match_with_email,,"['+420485102668', '', 'silhava@caprea.teamji', 'kymplova@sdruzenidrak.org', 'drahos@sdruzenidrak.orgmgr', 'kyksova@sdruzenidrak.org', 'korinek@sdruzenidrak.orgbc', 'horna@sdruzenidrak.orgjana', 'pekarova@sdruzenidrak.orgiva', 'tomasova@sdruzenidrak.org', 'doubkova@sdruzenidrak.orgmgr', 'korych@sdruzenidrak.orgbc', 'heilandova@sdruzenidrak.org', 'korinkova@sdruzenidrak.orgdana', 'vodhanelova@sdruzenidrak.orgzden', 'humenikova@sdruzenidrak.orgbc', 'kyksova@sdruzenidrak.orgbc', 'daniel@sdruzenidrak.org', 'korinkova@sdruzenidrak.orgmgr', 'sdruzeni.drak@gmail.cominfo', 'pestova@sdruzenidrak.org', 'roskova@sdruzenidrak.orgjana', 'korinek@sdruzenidrak.orging']",new_contact_both_match_with_email
D.R.A.K. - Turnov,Terénní programy pro děti a mládež,"Antonína Dvořáka 2243, Turnov, 511 01 Turnov",info@sdruzenidrak.org,+420602440731,http://www.sdruzenidrak.cz/,,matched,scraped_contacts_telefon,,
D.R.A.K. - Hrádek nad Nisou,Terénní programy pro děti a mládež,"Václavská 471, 463 34 Hrádek nad Nisou",info@sdruzenidrak.org,+420602440731,http://www.sdruzenidrak.cz/,,matched,scraped_contacts_telefon,,
OPEN HOUSE o.p.s. - Služby drogové prevence Bruntál,Terénní programy pro děti a mládež,"Zahradní 1455/1, Bruntál, 792 01 Bruntál",sdpopenhouse@seznam.cz,+420775096713,http://www.openhousebruntal.cz/,,matched,scraped_contacts_telefon,,
OPEN HOUSE o.p.s. - OPEN STREET Bruntál,Terénní programy pro děti a mládež,"Dr. E. Beneše 309/47, Bruntál, 792 01 Bruntál",openhouse@seznam.cz,+420775096716,http://www.openhousebruntal.cz/,,matched,scraped_contacts_telefon,,
Terénní program COM.PASS,Terénní programy pro děti a mládež,"sady Pětatřicátníků 94/27, Plzeň 3-Jižní Předměstí, 301 00 Plzeň",info@ponton.cz,+420774433395,http://www.ponton.cz/,,matched,scraped_contacts_email,,
Terénní programy v Praze 9 a 12 - Proxima Sociale o.p.s.,Terénní programy pro děti a mládež,"Rakovského 3138/2, Praha 12-Modřany, 143 00 Praha",office@proximasociale.cz,+420775610001,http://www.proximasociale.cz/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
Terenní programy v Praze 13 - Proxima Sociale o.p.s.,Terénní programy pro děti a mládež,"Borovanského 2205/8, Praha 13-Stodůlky, 155 00 Praha",office@proximasociale.cz,+420775610453,http://www.proximasociale.cz/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
Terénní programy v Praze 11 a 15 - Proxima Sociale o.p.s.,Terénní programy pro děti a mládež,"Brandlova 1639/6, Praha 11-Chodov, 149 00 Praha",office@proximasociale.cz,+420775857564,http://www.proximasociale.cz/,,matched,"maps_contacts_telefon, scraped_contacts_email",,
"Romano jasnica, spolek - Poradenské informační centrum",Terénní programy pro děti a mládež,"Gogolova 29/2, 400 04 Trmice",romano.j@seznam.cz,+420475501774,http://www.romanojasnica.cz/,,matched,"maps_contacts_telefon, scraped_contacts_email",,
Terénní program při NZDM - Free klub,Terénní programy pro děti a mládež,"Jungmannova 2550, Pardubice I-Zelené Předměstí, 530 02 Pardubice",teren@skp-centrum.cz,+420774658593,http://www.skp-centrum.cz/,,new_email_match,,['info@skp-centrum.cz'],new_email_match
STREETWORK ON LINE Karviná,Terénní programy pro děti a mládež,"Makarenkova 1242/6, Nové Město, 735 06 Karviná",online@slezskadiakonie.cz,+420731428974,http://www.onlinekarvina.cz/,,unmatched,,,
"Šance pro Tebe, z.s. - Streetwork ",Terénní programy pro děti a mládež,"Štěpánkova 92, Chrudim I, 537 01 Chrudim",sance@sance.chrudim.cz,+420469623501,http://www.sance.chrudim.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
TADY A TEĎ,Terénní programy pro děti a mládež,"sady Pětatřicátníků 94/27, Plzeň 3-Jižní Předměstí, 301 00 Plzeň",info@tadyated.org,+420724247191,http://www.tadyated.org/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
Klíč - terénní práce s dětmi a mládeží,Terénní programy pro děti a mládež,"Pod Stráněmi 2505, Zlín, 760 01 Zlín",kaderova@unko.cz,+420734440024,http://www.unko.cz/,,unmatched,,,
Mgr. Adéla Rudá,Psychologové,"Ke Koulce 919/7, 150 00 Praha",info@psychiatrie-praha.cz,+420602628619,https://psychiatrie-praha.cz/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
Mgr. et Mgr. Veronika Víchová,Psychologové,Žalanského 68/54 Praha 6 – Řepy,info@cepsymed.cz,+420602174380,https://www.cepsymed.cz/o-nas.html,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
PhDr. Martina Pilařová,Psychologové,Žalanského 68/54 Praha 6 – Řepy,info@cepsymed.cz,+420602174380,https://www.cepsymed.cz/o-nas.html,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
Mgr. Petra Hackerová,Psychologové,"Chelčického 39, 130 00 – Praha 3",petra.hackerova@csspraha.cz,+420222586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,matched,scraped_contacts_telefon,,
Mgr. Miloš Knob,Psychologové,"Chelčického 39, 130 00 – Praha 4",milos.knob@csspraha.cz,+420223586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,,,
PhDr. Iveta Kopecká,Psychologové,"Chelčického 39, 130 00 – Praha 5",iveta.kopecka@csspraha.cz,+420224586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,,,
Mgr. Hana Orlíková,Psychologové,"Chelčického 39, 130 00 – Praha 7",hana.orlikova@csspraha.cz,+420226586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,,,
PhDr. Vladmiríra Straková,Psychologové,"Chelčického 39, 130 00 – Praha 8",vladimira.strakova@csspraha.cz,+420227586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,,,
Mgr. Michaela Svečulová,Psychologové,"Chelčického 39, 130 00 – Praha 9",michaela.sveculova@csspraha.cz,+420228586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,,,
PhDr. Zdeňka Štichová,Psychologové,"Chelčického 39, 130 00 – Praha 10",zdenka.stichova@csspraha.cz,+420229586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,,,
Mgr. Jakob Zámečník,Psychologové,"Chelčického 39, 130 00 – Praha 11",jakub.zamecnik@csspraha.cz,+420230586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,,,
Mgr. Jan Červenka,Psychologové,"Chelčického 39, 130 00 – Praha 12",jan.cervenka@csspraha.cz,+420231586768,https://www.csspraha.cz/krizove-centrum-riaps-krizova-intervence-a-psychologicka-podpora,,unmatched,,,
PhDr. Kateřina Marklová,Psychologové,"Pod Děkankou 1741/6, Praha 4",info@neocentrum.cz,+420770143385,https://neocentrum.cz/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
PhDr. Radka Kulhánková.,Psychologové,"Počernická 16, 100 00 Praha 10 Strašnice",pocernicka@clinterap.cz,+420222510607,https://clinterap.cz/klinicka-psychologie-praha-10/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
Mgr. Natálie Machová,Psychologové,V Úvalu 84/1 150 06 Praha 5,motolstomatologie@fnmotol.cz,+420224433466,http://www.fnmotol.cz/kliniky-a-oddeleni/spolecna-pracoviste/oddeleni-klinicke-psychologie/vedeni-a-personal/,,new_email_match,,"['motolstomatologie@fnmotol.cz', 'chirurgie.plastika@fnmotol.cz', '', 'motolpatologie@fnmotol.cz', 'epacs@fnmotol.cz', 'motoldospela.imunologie@fnmotol.cz', 'motolbiochemie@fnmotol.cz', 'pohybova.terapie@fnmotol.cz', 'bankyottb@fnmotol.cz', 'linda.lejtnarova@fnmotol.cz', 'gabriela.vejvodova@fnmotol.cz', 'motolgenetika.sestry@fnmotol.cz', 'novorozenci@fnmotol.cz', 'kozni@fnmotol.cz', 'bankyautotransfuze@fnmotol.cz', 'centrumbolesti@seznam.cz', 'transplantace@fnmotol.cz', 'motolurologie@fnmotol.cz', 'reditelstvi@fnmotol.cz', 'motolmikrobiologie@fnmotol.cz', 'motolkardiologie@fnmotol.cz', 'cevni.ambulance@fnmotol.czc', 'motolorl.dospeli@fnmotol.cz', 'tidetske.kozni@fnmotol.cz', 'motolvysetreni.kdho@fnmotol.cz', 'motolrehabilitace@fnmotol.cz', 'hematologie.kdho@fnmotol.cz', 'ortodoncie@fnmotol.cz', 'motolkardiochirurgie@fnmotol.czp', 'motolneurologie@fnmotol.cz', 'genetikyivfmotol@fnmotol.cz', 'podatelna@fnmotol.czid', 'motolkarim@fnmotol.cz', 'ops@fnmotol.cz', 'motolnchfnm@fnmotol.cz', 'ockovani@fnmotol.czo', 'hematologieokhd@fnmotol.cz', 'motol1.ortopedie@fnmotol.cz', 'geneticka.ambulance@fnmotol.cz', 'motolinterna@fnmotol.cz', 'motolpsycha@fnmotol.cz', 'psychiatrie@fnmotol.czl', 'motolrecepce.rehabilitace@fnmotol.cz', 'pravni@fnmotol.cz', 'motolpneumologie.objednavky@fnmotol.cz', 'motol2135rodice@fnmotol.cz', 'motolinfekce@fnmotol.cz', 'motol3chamb@fnmotol.cz', 'motolocni.deti@fnmotol.cz', 'motoldetske.orl@fnmotol.cz', 'rnanemocnicni.lekarna@fnmotol.cz', 'detska.foniatrie@fnmotol.cz', 'chrevmatologie@fnmotol.cz', 'ivynutricniambulance@fnmotol.cz', 'motolocni.dosp@fnmotol.cz', 'motolortopedie.deti@fnmotol.cz', 'klin.tel.lek@fnmotol.cz', 'motolgeriatrie@fnmotol.cz', 'motoldetske.kardiocentrum@fnmotol.cz', 'motoldetska.kzm@fnmotol.cz', 'ombudsman@fnmotol.cz', 'ambulance.chirurgie@fnmotol.cz', 'motolspondylochirurgie@fnmotol.cz', 'petra.maliskova@fnmotol.cz', 'motolchirurgie.poradny@fnmotol.cz', 'eprimarnipece@fnmotol.cz', 'motolortopedie.dospeli@fnmotol.cz', 'motolonkologie@fnmotol.cz', 'motoldetneuamb@fnmotol.cz']",new_email_match
Dětské krizové centrum,Psychologové,V Zápolí 1250/21 141 00 Praha 4 – Michle,ambulance@ditekrize.cz,ld@ditekrize.cztel,https://www.ditekrize.cz/,,new_email_match,,"['ld@ditekrize.cztel', 'problem@ditekrize.czskype', 'ambulance@ditekrize.czdatov', '', 'rennerrenner@ditekrize.cz', 'pravniporadna@ditekrize.czlinka', 'reditelka@ditekrize.czz', 'bendova@ditekrize.cztel']",new_email_match
Mgr. Jitka Vávrová,Psychologové,"U Včely 176, 156 00 Praha 5 – Zbraslav",,+420257920303,https://www.ddzbraslav.cz/?page_id=12,,unmatched,,,
PhDr. Pavel Král PhD.,Psychologové,Kartouzská 204/6 150 00 Praha 5 – Smíchov,pavel.kral@sechel.cz,+420797866536,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-praha-kartouzska/tym/phdr-pavel-kral-phd/#reserve,,new_email_match,,"['recepce.kladno@euc.cz', 'lekarna.hradeckralove@euc.cz', 'lekarna.snp.hradeckralove@euc.cz', 'lekarna.pocernicka.praha@euc.cz', 'lekarna.majerskeho.praha@euc.cz', 'mamo.bilina@euc.cz', 'decin@euclaboratore.cz', 'lekarna.rokycanova.pardubice@euc.cz', 'mamo.ceskebudejovice@euc.cz', 'mamocentrum@waltrovka.eu', 'lekarna.florenc.praha@euc.cz', 'lekarna.plzen@euc.cz', 'laborator.prelouc@eucklinika.cz', 'dpo@euc.cz', 'slany@euclaboratore.cz', 'lekarna.chrast@euc.cz', 'liberec@euc.cz', 'plzen@euclaboratore.cz', 'recepce.ostrava@euc.cz', 'lekarna.pardubice@euc.cz', 'mamo.ustinadlabem@euc.cz', 'lekarna.plananska.praha@euc.cz', 'lekarna.frydlant@euc.cz', 'obchod.lekarna@euc.cz', 'laborator.plzen@eucklinika.cz', 'lekarna.ceskebudejovice@euc.cz', 'mamo.ceskalipa@euc.cz', 'lekarna.zlin@euc.cz', 'recepce.zlin@euc.cz', 'mamo.pardubice@euc.cz', 'ricany@euclaboratore.cz', 'lekarna.kartouzska.praha@euc.cz', 'lekarna.ustinadlabem@euc.cz', 'liberec@euclaboratore.cz', 'recepce.ceskebudejovice@euc.cz', 'lekarna.prazska.liberec@euc.cz', 'kolin@euclaboratore.cz', 'media@euc.cz', 'pribram@euclaboratore.cz', 'pardubice@euc.cz', 'kraluv.dvur@euclaboratore.cz', 'hradec.kralove@euclaboratore.cz', 'recepce.plzen@euc.cz', 'lekarna.sturova.praha@euc.cz', 'laborator.kladno@eucklinika.cz', 'lekarna.prelouc@euc.cz', 'recepce.prelouc@euc.cz', 'lekarna.kladno@euc.cz', 'lekarna.opatovska.praha@euc.cz', 'laborator.ostrava@euc.cz', 'lekarna.hlubokanadvltavou@euc.cz', 'info@mamocentrum.eu', 'recepce.hradeckralove@euc.cz', 'recepce.ustinadlabem@euc.cz', 'mamo.brno@euc.cz', 'recepce.praha@euc.cz', 'lekarna.sustova.praha@euc.cz', 'mamo.kladno@euc.cz', 'lekarna.liberec@euc.cz', 'cbu.laborator@eucklinika.cz', 'mamo.zlin@euc.cz', 'brandys@euclaboratore.cz', 'lekarna.ostrava@euc.cz', 'litvinov@euclaboratore.cz', 'mg.olomouc@euc.cz', 'lekarna.slany@euc.cz', 'lekarna.olomouc@euc.cz']",new_email_match
"Mgr. Pavol Hašan, Ph.D.",Psychologové,"Úvalská 3411/47, Praha 10",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched,scraped_contacts_email,,
Mgr. Martina Kukolová,Psychologové,"Úvalská 3411/47, Praha 11",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched,scraped_contacts_email,,
Mgr. Irena Ludvíková,Psychologové,"Úvalská 3411/47, Praha 12",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched,scraped_contacts_email,,
PhDr. Barbora Palatová,Psychologové,"Úvalská 3411/47, Praha 13",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched,scraped_contacts_email,,
"Doc. PhDr. Jiří Růžička, Ph.D",Psychologové,"Úvalská 3411/47, Praha 14",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched,scraped_contacts_email,,
"PhDr. Helena Talandová, DiS.",Psychologové,"Úvalská 3411/47, Praha 15",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched,scraped_contacts_email,,
Mgr. Jan Vybíral,Psychologové,"Úvalská 3411/47, Praha 14",psycholog-amb@klinikaeset.cz,info@klinikaeset.cz,https://www.klinikaeset.cz/,,new_email_match,,"['info@klinikaeset.cz', 'office.eset@klinikaeset.cz', 'eset.kancelar@volny.cz']",new_email_match
PhDr. Daniela Wurstová,Psychologové,"Úvalská 3411/47, Praha 15",info@klinikaeset.cz,,https://www.klinikaeset.cz/,,matched,scraped_contacts_email,,
PhDr. Jaroslava Raudenská Ph. D.,Psychologové,"V Úvalu 84, 150 00 Praha 5",ivana.vitkova@fnmotol.cz,+420224433481,https://www.fnmotol.cz/,,new_email_match,,"['motolstomatologie@fnmotol.cz', 'chirurgie.plastika@fnmotol.cz', '', 'motolpatologie@fnmotol.cz', 'epacs@fnmotol.cz', 'motoldospela.imunologie@fnmotol.cz', 'motolbiochemie@fnmotol.cz', 'pohybova.terapie@fnmotol.cz', 'bankyottb@fnmotol.cz', 'linda.lejtnarova@fnmotol.cz', 'gabriela.vejvodova@fnmotol.cz', 'motolgenetika.sestry@fnmotol.cz', 'novorozenci@fnmotol.cz', 'kozni@fnmotol.cz', 'bankyautotransfuze@fnmotol.cz', 'centrumbolesti@seznam.cz', 'transplantace@fnmotol.cz', 'motolurologie@fnmotol.cz', 'reditelstvi@fnmotol.cz', 'motolmikrobiologie@fnmotol.cz', 'motolkardiologie@fnmotol.cz', 'cevni.ambulance@fnmotol.czc', 'motolorl.dospeli@fnmotol.cz', 'tidetske.kozni@fnmotol.cz', 'motolvysetreni.kdho@fnmotol.cz', 'motolrehabilitace@fnmotol.cz', 'hematologie.kdho@fnmotol.cz', 'ortodoncie@fnmotol.cz', 'motolkardiochirurgie@fnmotol.czp', 'motolneurologie@fnmotol.cz', 'genetikyivfmotol@fnmotol.cz', 'podatelna@fnmotol.czid', 'motolkarim@fnmotol.cz', 'ops@fnmotol.cz', 'motolnchfnm@fnmotol.cz', 'ockovani@fnmotol.czo', 'hematologieokhd@fnmotol.cz', 'motol1.ortopedie@fnmotol.cz', 'geneticka.ambulance@fnmotol.cz', 'motolinterna@fnmotol.cz', 'motolpsycha@fnmotol.cz', 'psychiatrie@fnmotol.czl', 'motolrecepce.rehabilitace@fnmotol.cz', 'pravni@fnmotol.cz', 'motolpneumologie.objednavky@fnmotol.cz', 'motol2135rodice@fnmotol.cz', 'motolinfekce@fnmotol.cz', 'motol3chamb@fnmotol.cz', 'motolocni.deti@fnmotol.cz', 'motoldetske.orl@fnmotol.cz', 'rnanemocnicni.lekarna@fnmotol.cz', 'detska.foniatrie@fnmotol.cz', 'chrevmatologie@fnmotol.cz', 'ivynutricniambulance@fnmotol.cz', 'motolocni.dosp@fnmotol.cz', 'motolortopedie.deti@fnmotol.cz', 'klin.tel.lek@fnmotol.cz', 'motolgeriatrie@fnmotol.cz', 'motoldetske.kardiocentrum@fnmotol.cz', 'motoldetska.kzm@fnmotol.cz', 'ombudsman@fnmotol.cz', 'ambulance.chirurgie@fnmotol.cz', 'motolspondylochirurgie@fnmotol.cz', 'petra.maliskova@fnmotol.cz', 'motolchirurgie.poradny@fnmotol.cz', 'eprimarnipece@fnmotol.cz', 'motolortopedie.dospeli@fnmotol.cz', 'motolonkologie@fnmotol.cz', 'motoldetneuamb@fnmotol.cz']",new_email_match
Mgr. Zuzana Kocábová,Psychologové,"V Úvalu 84, 150 00 Praha 5",zuzana.kocabova@fnmotol.cz,+420224433485,https://www.fnmotol.cz/,,new_email_match,,"['motolstomatologie@fnmotol.cz', 'chirurgie.plastika@fnmotol.cz', '', 'motolpatologie@fnmotol.cz', 'epacs@fnmotol.cz', 'motoldospela.imunologie@fnmotol.cz', 'motolbiochemie@fnmotol.cz', 'pohybova.terapie@fnmotol.cz', 'bankyottb@fnmotol.cz', 'linda.lejtnarova@fnmotol.cz', 'gabriela.vejvodova@fnmotol.cz', 'motolgenetika.sestry@fnmotol.cz', 'novorozenci@fnmotol.cz', 'kozni@fnmotol.cz', 'bankyautotransfuze@fnmotol.cz', 'centrumbolesti@seznam.cz', 'transplantace@fnmotol.cz', 'motolurologie@fnmotol.cz', 'reditelstvi@fnmotol.cz', 'motolmikrobiologie@fnmotol.cz', 'motolkardiologie@fnmotol.cz', 'cevni.ambulance@fnmotol.czc', 'motolorl.dospeli@fnmotol.cz', 'tidetske.kozni@fnmotol.cz', 'motolvysetreni.kdho@fnmotol.cz', 'motolrehabilitace@fnmotol.cz', 'hematologie.kdho@fnmotol.cz', 'ortodoncie@fnmotol.cz', 'motolkardiochirurgie@fnmotol.czp', 'motolneurologie@fnmotol.cz', 'genetikyivfmotol@fnmotol.cz', 'podatelna@fnmotol.czid', 'motolkarim@fnmotol.cz', 'ops@fnmotol.cz', 'motolnchfnm@fnmotol.cz', 'ockovani@fnmotol.czo', 'hematologieokhd@fnmotol.cz', 'motol1.ortopedie@fnmotol.cz', 'geneticka.ambulance@fnmotol.cz', 'motolinterna@fnmotol.cz', 'motolpsycha@fnmotol.cz', 'psychiatrie@fnmotol.czl', 'motolrecepce.rehabilitace@fnmotol.cz', 'pravni@fnmotol.cz', 'motolpneumologie.objednavky@fnmotol.cz', 'motol2135rodice@fnmotol.cz', 'motolinfekce@fnmotol.cz', 'motol3chamb@fnmotol.cz', 'motolocni.deti@fnmotol.cz', 'motoldetske.orl@fnmotol.cz', 'rnanemocnicni.lekarna@fnmotol.cz', 'detska.foniatrie@fnmotol.cz', 'chrevmatologie@fnmotol.cz', 'ivynutricniambulance@fnmotol.cz', 'motolocni.dosp@fnmotol.cz', 'motolortopedie.deti@fnmotol.cz', 'klin.tel.lek@fnmotol.cz', 'motolgeriatrie@fnmotol.cz', 'motoldetske.kardiocentrum@fnmotol.cz', 'motoldetska.kzm@fnmotol.cz', 'ombudsman@fnmotol.cz', 'ambulance.chirurgie@fnmotol.cz', 'motolspondylochirurgie@fnmotol.cz', 'petra.maliskova@fnmotol.cz', 'motolchirurgie.poradny@fnmotol.cz', 'eprimarnipece@fnmotol.cz', 'motolortopedie.dospeli@fnmotol.cz', 'motolonkologie@fnmotol.cz', 'motoldetneuamb@fnmotol.cz']",new_email_match
Mgr. Markéta Mohaplová,Psychologové,"V Úvalu 84, 150 00 Praha 5",motolstomatologie@fnmotol.cz,+420224433425,https://www.fnmotol.cz/,,new_email_match,,"['motolstomatologie@fnmotol.cz', 'chirurgie.plastika@fnmotol.cz', '', 'motolpatologie@fnmotol.cz', 'epacs@fnmotol.cz', 'motoldospela.imunologie@fnmotol.cz', 'motolbiochemie@fnmotol.cz', 'pohybova.terapie@fnmotol.cz', 'bankyottb@fnmotol.cz', 'linda.lejtnarova@fnmotol.cz', 'gabriela.vejvodova@fnmotol.cz', 'motolgenetika.sestry@fnmotol.cz', 'novorozenci@fnmotol.cz', 'kozni@fnmotol.cz', 'bankyautotransfuze@fnmotol.cz', 'centrumbolesti@seznam.cz', 'transplantace@fnmotol.cz', 'motolurologie@fnmotol.cz', 'reditelstvi@fnmotol.cz', 'motolmikrobiologie@fnmotol.cz', 'motolkardiologie@fnmotol.cz', 'cevni.ambulance@fnmotol.czc', 'motolorl.dospeli@fnmotol.cz', 'tidetske.kozni@fnmotol.cz', 'motolvysetreni.kdho@fnmotol.cz', 'motolrehabilitace@fnmotol.cz', 'hematologie.kdho@fnmotol.cz', 'ortodoncie@fnmotol.cz', 'motolkardiochirurgie@fnmotol.czp', 'motolneurologie@fnmotol.cz', 'genetikyivfmotol@fnmotol.cz', 'podatelna@fnmotol.czid', 'motolkarim@fnmotol.cz', 'ops@fnmotol.cz', 'motolnchfnm@fnmotol.cz', 'ockovani@fnmotol.czo', 'hematologieokhd@fnmotol.cz', 'motol1.ortopedie@fnmotol.cz', 'geneticka.ambulance@fnmotol.cz', 'motolinterna@fnmotol.cz', 'motolpsycha@fnmotol.cz', 'psychiatrie@fnmotol.czl', 'motolrecepce.rehabilitace@fnmotol.cz', 'pravni@fnmotol.cz', 'motolpneumologie.objednavky@fnmotol.cz', 'motol2135rodice@fnmotol.cz', 'motolinfekce@fnmotol.cz', 'motol3chamb@fnmotol.cz', 'motolocni.deti@fnmotol.cz', 'motoldetske.orl@fnmotol.cz', 'rnanemocnicni.lekarna@fnmotol.cz', 'detska.foniatrie@fnmotol.cz', 'chrevmatologie@fnmotol.cz', 'ivynutricniambulance@fnmotol.cz', 'motolocni.dosp@fnmotol.cz', 'motolortopedie.deti@fnmotol.cz', 'klin.tel.lek@fnmotol.cz', 'motolgeriatrie@fnmotol.cz', 'motoldetske.kardiocentrum@fnmotol.cz', 'motoldetska.kzm@fnmotol.cz', 'ombudsman@fnmotol.cz', 'ambulance.chirurgie@fnmotol.cz', 'motolspondylochirurgie@fnmotol.cz', 'petra.maliskova@fnmotol.cz', 'motolchirurgie.poradny@fnmotol.cz', 'eprimarnipece@fnmotol.cz', 'motolortopedie.dospeli@fnmotol.cz', 'motolonkologie@fnmotol.cz', 'motoldetneuamb@fnmotol.cz']",new_email_match
