Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched,Source
MUDr. Petra Kordová,Psychiatrická ambulance,"Poštovní 2428/8, Jablonec nad Nisou (část) 466 01, Liberecký kraj",p.kordova@seznam.cz,+420483341267,http://www.medsix.cz/?option=com_content&view=article&id=48&Itemid=120#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-12830443,,unmatched,
MUDr. Simona Baxová - Psychiatrická ambulance,Psychiatrická ambulance,"náměstí Republiky 53/27, Plzeň 1-Bolevec (část) 301 00, Plzeňský kraj",simonabaxova@seznam.cz,+420739372442,https://www.firmy.cz/detail/13283267-mudr-simona-baxova-plzen-vnitrni-mesto.html,,unmatched,
Poliklinika Hrabůvka – Ambulance klinické psychologie pro děti a dorost,Psychologové,"Dr. Martínka 7, Ostrava – Hrabůvka, 700 30",,+420595703378,http://www.pho.cz/lekari-a-ambulance/psychologie-klinicka/37-phdr-marie-ivanova,,unmatched,
Mgr. Jan Bažant,Psychologové,"Střelecká 880/53, 500 02 Hradec Králové",,+420603481708,http://www.neuropsychiatriehk.cz/lipky,,unmatched,
Psychiatrická ambulance - EUC Klinika Plzeň,Psychiatrická ambulance,"Denisovo nábřeží 1000/4, Plzeň 1-Bolevec (část) 301 00, Plzeňský kraj",martina.berkova@eucklinika.cz,+420378218376,https://search.seznam.cz/?q=psychiatrick%C3%A1+ambulance+plze%C5%88sk%C3%BD+kraj&oq,,unmatched,
Psychiatrická ambulance - Klatovská nemocnice,Psychiatrická ambulance,"Plzeňská 929, Klatovy II 339 01, Plzeňský kraj",leona.jehlikova@klatovy.nemocnicepk.cz,+420376335970,https://klatovy.nemocnicepk.cz,,unmatched,
Psychiatrická ambulance - Stodská nemocnice,Psychiatrická ambulance,"Hradecká 600, Stod 333 01, Plzeňský kraj",info@stod.nemocnicepk.cz,+420377193674,https://stod.nemocnicepk.cz/ostatni-ambulance,,unmatched,
MUDr. Jaroslava Moravcová - Psychiatrická ambulance,Psychiatrická ambulance,"Sokolovská 1116/77, Plzeň 1-Bolevec (část) 323 00, Plzeňský kraj",mojara@seznam.cz,+420775676323,https://search.seznam.cz/?q=psychiatrick%C3%A1+ambulance+plze%C5%88sk%C3%BD+kraj,,unmatched,
J.B. Mayzlík s.r.o. – PhDr. Jarmila Mayzlíková,Psychologové,"Repinova 1931, 702 00 Moravská Ostrava a Přívoz",mayzlikova.j@centrum.cz,+420724242423,https://psychoterapie-ostrava-praha.cz/Ostrava.php,,unmatched,
Psychiatrická ambulance II. - EUC Klinika Plzeň,Psychiatrická ambulance,"Skrétova 1210/47, Plzeň 1-Bolevec (část) 301 00, Plzeňský kraj",eva.radova@eucklinika.cz,+420377320204,https://euc.cz,,unmatched,
Klinická psychologie Pastuchová s.r.o.,Psychologové,"Mezi Cestami 1249, 735 53 Dolní Lutyně",psycholog.pastuchova@gmail.com,+420602579849,https://psycholog-bohumin.cz/,,unmatched,
Ambulance klinické psychologie – Mgr. Ivan Domes,Psychologové,"Slávky Budínové 841, 713 00 Slezská Ostrava-Heřmanice",,+420739922815,http://www.michaelvaclavik.cz/,,unmatched,
Psychologicko-terapeutická ambulance s.r.o. – PhDr. Milena Tejklová,Psychologové,"Dlouhá tř. 1101, 736 01 Havířov",,nan,http://www.psycholog-tejklova.cz/,,unmatched,
Mgr. Vít Hoigr,Psychologové,"Hradecká 1151, 500 03 Hradec Králové",,+420730903285,http://www.vithoigr.cz/,,unmatched,
Poliklinika Žďár nad Sázavou – Mgr. Renáta Šillerová,Psychologové,"Studentská 1699/4, 59101 Žďár nad Sázavou",rsillerova@centrum.cz,+420776135490,https://www.poliklinikazr.cz/odbornylekar.aspx?IDOdbornost=20,,unmatched,
PhDr. Markéta Habermannová PhD.,Psychologové,"Jana Masaryka 445, Vlašim",,+420740434249,https://www.psychologie-vlasim.cz/,,unmatched,
Centrum dušeního zdraví PSYCHIATRIE s.r.o,Psychologové,"Jiřího z Poděbrad 290, 284 01 Kutná Hora",ordinacekh@seznam.cz,+420327313568,http://www.gerontopsychiatrie.cz/,,unmatched,
Centrum klinické psychologie – PhDr. Jana Címlová,Psychologové,"Friedova 1464, 393 01 Pelhřimov",,nan,http://www.psychologcimlova.cz/uvod.html,,unmatched,
MIHOP s.r.o. – Poliklinika Jihlava – PhDr. Miluše Müllerová,Psychologové,"Vrchlického 57, 586 01 Jihlava",,nan,http://www.mihop.cz/,,unmatched,
PhDr. Mgr. Štěpánka Havlíková,Psychologové,"Palachova 227, 674 01 Třebíč",havlikovas@centrum.cz,nan,http://www.psychologsh.cz/,,unmatched,
"Člověk v tísni, o.p.s.",Nízkoprahové zařízení,"Vltavská 3101/24, Praha 5-Smíchov, 150 00 Praha 5",vaclav.kucera@clovekvtisni.cz,+420777782066,www.clovekvtisni.cz,https://www.clovekvtisni.cz,unmatched,
Nemocnice Pardubického kraje Pardubická nemocnice Klinická psychologie (Ambulantní),Psychologové,Kyjevská 44 530 03 Pardubice,,+420466011111,https://pardubice.nempk.cz/,,unmatched,
PhDr. Zuzana Zmátlová,Psychologové,"Havlíčkovo nábř. 119/41, Zámostí, 674 01 Třebíč",,nan,https://www.zmatlova.cz/,,unmatched,
Mgr. Markéta Nováková,Psychologové,"Havlíčkovo nábř. 119/41, Zámostí, 674 01 Třebíč",,nan,https://www.zmatlova.cz/,,unmatched,
PhDr. Jaruška Kocmánková,Psychologové,"Havlíčkovo nábř. 119/41, Zámostí, 674 01 Třebíč",,nan,https://www.zmatlova.cz/,,unmatched,
Psychiatrická ambulance MUDr. Martin Dejdar,Psychiatrická ambulance,"Na žertvách 2431/21, Libeň (Praha 8) (část) 180 00, Hlavní město Praha",dejdar@dejdar-martin.cz,+420607535595,http://www.dejdar-martin.cz/,,unmatched,
MUDr. Jindra Friedrichová,Psychiatrická ambulance,"Sokolí 1595/4, Jablonec nad Nisou (část) 466 01, Liberecký kraj",info@psychamb.cz,+420736105209,http:// www.psychamb.cz,,unmatched,
MUDr. Libuše Kvasničková,Psychiatrická ambulance,"Liberecká 15, Jablonec nad Nisou (část) 466 01, Liberecký kraj",liba_k@volny.cz,+420483713735,https://nrpzs.uzis.cz/detail-35916-mudr-libuse-kvasnickova.html,,unmatched,
Poliklinika Žďár nad Sázavou – PhDr. Petra Píšová,Psychologové,"Studentská 1699/4, 59101 Žďár nad Sázavou",,+420566690217,https://www.poliklinikazr.cz/odbornylekar.aspx?IDOdbornost=20,,unmatched,
Mgr. et Mgr. Lenka Grabovská,Psychologové,"Havlíčkovo nábř. 119/41, Zámostí, 674 01 Třebíč",,nan,https://www.zmatlova.cz/,,unmatched,
"Člověk v tísni, o.p.s",Nízkoprahové zařízení,"5. května 296/34, 358 01 Kraslice",jan.nemecek@clovekvtisni.cz,+420777333879,https://www.clovekvtisni.cz/cs/socialni-prace/pobocka/karlovy-vary,,unmatched,
Nízkoprahové zařízení pro děti a mládež Fénix,Nízkoprahové zařízení,"Třída Československé armády 211, Hranice I-Město, 753 01 Hranice",martina.olsova@hranice.charita.cz,+420739344078,www.hranice.charita.cz,https://www.hranice.charita.cz,unmatched,
"Člověk v tísni, o.p.s., Klub Mixér",Nízkoprahové zařízení,"Hrbovická 335/60, Ústí nad Labem-město, Předlice, 400 01 Ústí nad Labem",daniela.prochazkova@clovekvtisni.cz,+420734428389,www.clovekvtisni.cz,https://www.clovekvtisni.cz,unmatched,
Mgr. Dagmar Jakubská - Soukromá psychologická praxe,Psychologická ambulance,"Kavčí plácek 121/1, Hradec Králové (část) 500 03, Královéhradecký kraj",dagmar.jakubska@seznam.cz,+420777819645,http://www.psycholog-hk.cz/,,unmatched,
Nízkoprahový klub Pavlač,Nízkoprahové zařízení,"Vranovská 52/4, Brno-sever, Zábrdovice, 614 00 Brno",pavlac@ratolest.cz,+420776519924,http://www.ratolest.cz,,unmatched,
Nízkoprahový klub Likusák,Nízkoprahové zařízení,"Kotlanova 2469/10, Líšeň, 628 00 Brno",likusak@ratolest.cz,+420604194064,http://www.ratolest.cz,,unmatched,
NZDM Vafle,Nízkoprahové zařízení,"Křižíkova 980, 473 01 Nový Bor",naucova@rodinavcentru.cz,+420778424996,www.rodinavcentru.cz,https://www.rodinavcentru.cz,unmatched,
Klub PLEJS CzeLA,Nízkoprahové zařízení,"Masarykova 2083, 250 88 Čelákovice",lenka.horvathova@rc-routa.cz,+420608873926,www.rc-routa.cz,https://www.rc-routa.cz,unmatched,
Nízkoprahové zařízení pro děti a mládež Kamin,Nízkoprahové zařízení,"Třebovská 221, Hylváty, 562 03 Ústí nad Orlicí",rcsrdicko@jbuo.cz,+420778724126,www.kamin.klubexit.cz,https://www.kamin.klubexit.cz,unmatched,
PhDr. Jana Mervartová - Psychologická poradna,Psychologická ambulance,"Kavčí plácek 121/1, Hradec Králové (část) 500 03, Královéhradecký kraj",proximity.ps@tiscali.cz,+420465557563,proximity.unas.cz,,unmatched,
MUDr. Jaroslav Poláček - Ordinace psychiatra,Psychiatrická ambulance,"Palackého 201, Trutnov 541 01, Královéhradecký kraj",j.polacek@worldonline.cz,+420499850770,https://www.netfirmy.cz/firma/6757-polacek-jaroslav-mudr/,,unmatched,
Psychiatrická ambulance pro děti a mladistvé,Psychiatrická ambulance,"Sokolská 581, Hradec Králové (část) 500 03, Královéhradecký kraj",hanusovaa@lfhk.cuni.cz,+420495833746,https://www.fnhk.cz/psych/kliniky-ambulance.html,,unmatched,
Klub dětí a mládeže - NZDM,Nízkoprahové zařízení,"Okružní 5430, Zlín, 760 05 Zlín",saleklub@skmzlin.cz,+420577243009,www.sdbzlin.cz,https://www.sdbzlin.cz,unmatched,
Zavináč,Nízkoprahové zařízení,"Náměstí Dobrovského 379/11, Rumburk 1, 408 01 Rumburk",stredisko.mladeze@seznam.cz,+420723960101,www.zavinac.sdb.cz,https://www.zavinac.sdb.cz,unmatched,
Nízkoprahové zařízení pro děti a mládež Modrý pomeranč,Nízkoprahové zařízení,"Selicharova 1420/3, Nový Hradec Králové, 500 12 Hradec Králové",nizkoprahove.centrum@salinger.cz,+420777041030,http://www.salinger.cz,,unmatched,
Dětský dům Zábrdovice - FARA,Nízkoprahové zařízení,"Lazaretní 9/1, Brno-Židenice, Zábrdovice, 615 00 Brno",ddz@email.cz,+420545212156,www.sdruzenipetrov.cz,https://www.sdruzenipetrov.cz,unmatched,
N - klub,Nízkoprahové zařízení,"Masarykovo náměstí 243, 295 01 Mnichovo Hradiště",nzdm.mh@os-semiramis.cz,+420734232706,http://www.os-semiramis.cz,,unmatched,
Nízkoprahové zařízení pro děti a mládež - EMKO,Nízkoprahové zařízení,"Husova 146, Litomyšlské Předměstí, 566 01 Vysoké Mýto",emko@skp-centrum.cz,+420461102351,www.skp-centrum.cz,https://www.skp-centrum.cz,unmatched,
"KAIROS - Centrum krizové intervence, psychoterapie a hypnoterapie",Psychoterapeutická ambulance,"československé armády 282/15, Hradec Králové (část) 500 03, Královéhradecký kraj",info@kairos-hk.cz,+420725340204,http://kairos-hk.cz/nabizene-sluzby/,,unmatched,
Mgr. René Hůlek - Psychologická poradna,Psychologická ambulance,"Kavčí plácek 121/1, Hradec Králové (část) 500 03, Královéhradecký kraj",rene@hulek.cz,+420608970783,https://search.seznam.cz/?q=psycholog+hradec+kr%C3%A1lov%C3%A9&oq=psycholog+Hradec+&aq=1&sourceid=top&thru=sugend&sId=puFsObCO0i8VnJrk8ZoV&sgId=MTA5Nzc3MzkgMTYxMDk2ODAxNS42NzA%3D&overlay_type&overlay_id,,unmatched,
EEG - Biofeedback,Psychologická ambulance,"Machkova 587/42, Hradec Králové (část) 503 11, Královéhradecký kraj",noskovi.hk@gmail.com,nan,www.eeg-biofeedback-hradec.cz,https://www.eeg-biofeedback-hradec.cz,unmatched,
Mgr. Martin Brož - Psychologická poradna,Psychologická ambulance,"Velké náměstí 19/29, Hradec Králové (část) 500 03, Královéhradecký kraj",martinbroz@mb-psychoterapie.cz,+420721710198,mb-psychoterapie.cz,,unmatched,
Nízkoprahové zařízení pro děti a mládež - Klub Budík,Nízkoprahové zařízení,"Šmilovského 124, Klatovy V, 339 01 Klatovy",budik@klatovy.charita.cz,+420373700093,www.charitakt.cz,https://www.charitakt.cz,unmatched,
Magdaléna Datková - Ordinace klinické psychologie,Klinický psycholog,"Sokolská 581, Hradec Králové (část) 500 03, Královéhradecký kraj",datkova@seznam.cz,+420495833842,https://www.firmy.cz/detail/2258616-magdalena-datkova-hradec-kralove-novy-hradec-kralove.html,,unmatched,
MUDr. Lubomír Hadaš - Psychoterapie,Psychoterapeutická ambulance,"Kavčí plácek 121/1, Hradec Králové (část) 500 03, Královéhradecký kraj",lubomir.hadas@seznam.cz,+420605714948,https://www.firmy.cz/detail/479833-mudr-lubomir-hadas-hradec-kralove.html,,unmatched,
Free klub,Nízkoprahové zařízení,"Bořivojova 620/29, Slezská Ostrava-Kunčičky, 718 00 Ostrava",freeklub@pavucina.net,+420731876683,www.freeklub.cz,https://www.freeklub.cz,unmatched,
POINT Klubovna,Nízkoprahové zařízení,"Komenského 582, Mladá, 289 24 Milovice nad Labem ",info@pointmilovice.cz,+420777328443,www.pointmilovice.cz,https://www.pointmilovice.cz,unmatched,
PaedDr. Jaroslava Honegrová - Psychologická poradna,Psychologická ambulance,"Boční 273/14, Hradec Králové (část) 503 11, Královéhradecký kraj",j.honegrova@seznam.cz,+420606484975,terapie-poradenstvi.wz.cz,,unmatched,
"AKAP centrum, s.r.o.",Psychologická ambulance,"V Kopečku 163/19, Hradec Králové (část) 500 03, Královéhradecký kraj",akapcentrum@gmail.com,+420603739658,asistovanekontakty.cz,,unmatched,
Nízkoprahové zařízení pro děti a mládež - Free klub,Nízkoprahové zařízení,"Jungmannova 2550, Pardubice I-Zelené Předměstí, 530 02 Pardubice",freeklub@skp-centrum.cz,+420464629620,www.skp-centrum.cz,https://www.skp-centrum.cz,unmatched,
Manželská poradna Rychnov nad Kněžnou,Psychologická ambulance,"Javornická 1501, Rychnov nad Kněžnou 516 01, Královéhradecký kraj",poradna@psycholog-rychnov.cz,+420733676799,https://www.csps-hk.cz/,,unmatched,
Manželská poradna Jičín,Psychologická ambulance,"Denisova 585, Jičín-Dvorce 506 01, Královéhradecký kraj",poradna.jc@seznam.cz,+420606963057,https://www.csps-hk.cz/,,unmatched,
Manželská poradna - Hradec Králové,Psychologická ambulance,"Divišova 829/2, Hradec Králové (část) 500 03, Královéhradecký kraj",poradna.hk@csps-hk.cz,+420607248533,csps-hk.cz,,unmatched,
Klub pro mladé Prosapia,Nízkoprahové zařízení,"Fügnerova 355/16, Děčín I-Děčín, 405 02 Děčín",j.pittnerova@prosapia-zu.cz,+420736482254,www.prosapia-zu.cz,https://www.prosapia-zu.cz,unmatched,
Nízkoprahové zařízení pro děti a mládež Kolárka,Nízkoprahové zařízení,"Na Pustině 1068, Kolín II, 280 02 Kolín",nzdm.kolarka@prostor-plus.cz,+420775650329,www.prostor-plus.cz,https://www.prostor-plus.cz,unmatched,
Nízkoprahové zařízení pro děti a mládež ve Zruči nad Sázavou - Kotelna,Nízkoprahové zařízení,"Na Výsluní 719, Zruč nad Sázavou, 285 22 Zruč nad Sázavou",jitka.hortova@prostor-plus.cz,+420774650032,www.prostor-plus.cz,https://www.prostor-plus.cz,unmatched,
NZDM KLÍDEK,Nízkoprahové zařízení,"Čajkovského 1861/46a, Nový Hradec Králové, 500 09 Hradec Králové",klidek@prostorpro.cz,+420495262202,http://www.prostorpro.cz,,unmatched,
Psychoterapeutická poradna TERAPEUTOVNA,Psychoterapeutická ambulance,"S. K. Neumanna 250/4, Hradec Králové (část) 500 02, Královéhradecký kraj",psychoterapeutovna@gmail.com,+420775727068,www.psycholozkazpatehopatra.cz,https://www.psycholozkazpatehopatra.cz,unmatched,
Manželská poradna Náchod,Psychologická ambulance,"Hálkova 432, Náchod 547 01, Královéhradecký kraj",rod.poradna@csps-hk.cz,+420728934183,https://www.csps-hk.cz/,,unmatched,
"EZRA Albrechticko, Osoblažsko, nízkoprahové zařízení pro děti a mládež",Nízkoprahové zařízení,"Lázeňská 119/2, 793 95 Město Albrechtice",nzdm@slezskadiakonie.cz,+420604228201,www.slezskadiakonie.cz,https://www.slezskadiakonie.cz,unmatched,
KANAAN Bohumín,Nízkoprahové zařízení,"Drátovenská 246, Pudlov, 735 51 Bohumín",kanaan@slezskadiakonie.cz,+420733625556,www.slezskadiakonie.cz,https://www.slezskadiakonie.cz,unmatched,
"KLUB ON LINE Karviná, nízkoprahové zařízení pro děti a mládež",Nízkoprahové zařízení,"V Aleji 435/12, Ráj, 734 01 Karviná",online@slezskadiakonie.cz,+420731428974,www.slezskadiakonie.cz,https://www.slezskadiakonie.cz,unmatched,
Poradna pro léčbu psychotických poruch,Psychiatrická ambulance,"Sokolská 581, Hradec Králové (část) 500 03, Královéhradecký kraj",masopustj@lfhk.cuni.cz,nan,https://www.fnhk.cz/psych/kliniky-ambulance.html,,unmatched,
Klub Kámen - SC Kamínek,Nízkoprahové zařízení,"Školní pěšina 5249, Chomutov, 430 04 Chomutov",mirka.hanykova@svetlokadanzs.cz,+420702042647,www.svetlokadanzs.cz,https://www.svetlokadanzs.cz,unmatched,
Všeobecná ambulance psychiatrické kliniky,Psychiatrická ambulance,"Sokolská 581, Hradec Králové (část) 500 03, Královéhradecký kraj",slovackovab@lfhk.cuni.cz,+420495832597,https://www.fnhk.cz/psych/kliniky-ambulance.html,,unmatched,
PaedDr. et Mgr. Dagmar Hrubá psychoterapeut,Psychoterapeutická ambulance,"Zlatá stezka 138, Prachatice 383 01, Jihočeský kraj",info@dagmarhruba.cz,+420602416177,https://www.dagmarhruba.cz/cs/,,unmatched,
Psychiatrická ambulance MUDr. Martin Čech,Psychiatrická ambulance,"Nebahovská 1015, Prachatice 383 01, Jihočeský kraj",psychiatrie.cech@centrum.cz,+420388600212,https://www.nempt.cz/ambulance/soukrome-ambulance/psychiatricka-ambulance/,,unmatched,
Psychoterapie - Modré dveře,Psychoterapeutická ambulance,"Náměstí Smiřických 39, Kostelec nad Černými Lesy 281 63, Středočeský kraj",centrum.kostelec@modredvere.cz,+420702090603,http://www.modredvere.cz,,unmatched,
Ordinace psychiatrie - psychoterapie,Psychiatrická ambulance,"Hlavní 263/122, Mariánské Lázně 353 01, Karlovarský kraj",psychoterapie.poradna@seznam.cz,+420354692253,http://www.ordinace.cz/ordinace/vo/design_10/profil.php?page=lekar&id=38061,,unmatched,
Klub NaNáměstí,Nízkoprahové zařízení,"Radonice 73, 431 55 Radonice u Kadaně",petra.neubauerova@svetlokadanzs.cz,+420702027967,http://www.svetlokadanzs.cz,,unmatched,
Dětské centrum Teen Callenge International ČR,Nízkoprahové zařízení,"Cejl č.ev. 18, Ponava, 602 00 Brno",dcbrno@gmail.com,+420739600052,http://www.dc-brno.cz,,unmatched,
ŠLIKR - nízkoprahový klub pro mládež,Nízkoprahové zařízení,"SNP 2, Otrokovice, 765 02 Otrokovice",lazorka@unko.cz,+420734440029,http://www.unko.cz,,unmatched,
T klub - nízkoprahové zařízení pro děti a mládež,Nízkoprahové zařízení,"Pod Stráněmi 2505, Zlín, 760 01 Zlín",putalova@unko.cz,+420739309419,http://www.unko.cz,,unmatched,
Psychiatrická ambulance Karlovy Vary,Psychiatrická ambulance,"Krymská 1799/25A, Karlovy Vary 360 01, Karlovarský kraj",vaclav.ferus@seznam.cz,+420353230878,https://mudr-vaclav-ferus.zdravotniregistr.cz/,,unmatched,
CDZ Opava (Fokus Opava),CDZ - Centrum duševního zdraví,"Ostrožná 27/244, Opava 746 01, Moravskoslezský kraj",fokusopava@seznam.cz,nan,http://www.cdzopava.cz/,,unmatched,
NZDM Decima,Nízkoprahové zařízení,"U seřadiště 1578/1, Praha 10-Vršovice, 101 00 Praha",praha@ymca.cz,+420775317814,www.praha.ymca.cz,https://www.praha.ymca.cz,unmatched,
NZDM Ymkárium,Nízkoprahové zařízení,"Tererova 1551/8, Praha 11-Chodov, 149 00 Praha",ymkarium@praha.ymca.cz,+420737629149,http://www.ymkarium.ymca.cz,,unmatched,
NZDM Dixie,Nízkoprahové zařízení,"Ortenovo náměstí 1275/34, Praha 7-Holešovice, 170 00 Praha",dixie@praha.ymca.cz,+420737872116,www.dixie.ymca.cz,https://www.dixie.ymca.cz,unmatched,
Temperi - Nízkoprahový klub pro děti a mládež BRÁNA,Nízkoprahové zařízení,"Vitorazská 77, 378 10 České Velenice",branacv@tempericb.cz,+420704000739,www.tempericb.cz,https://www.tempericb.cz,unmatched,
